C2H2_14r176,   C[0],   C[1],   H[2],   H[3],  
X Velocity[A/fs],  -0.167640,   0.157946,  -0.681667,   0.648447,  
Y Velocity[A/fs],   0.000132,   0.000527,   0.039003,   0.019288, 
Z Velocity[A/fs],   0.001842,  -0.001682,   0.040624,  -0.002738,  
Speed[A/fs],   0.167650,   0.157956,   0.683989,   0.648740,  
 
C2H2_14r23,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7981593609,    2.5359268188,    0.9994999447,    0.9999346179,  
Time[fs],  56.504000,  57.339000,  26.875000,  26.954000,  
Charge Sum,    6.3335207423, 
X Velocity[A/fs],  -0.198479,   0.193059,  -0.667958,   0.643649,  
Y Velocity[A/fs],  -0.014917,   0.012102,   0.101741,  -0.102428, 
Z Velocity[A/fs],  -0.003569,   0.003259,   0.068930,  -0.067900,  
Speed[A/fs],   0.199071,   0.193466,   0.679169,   0.655276,  
 
C2H2_14r144,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9089748859,    2.3836909533,    0.9993878491,    0.9999426321,  
Time[fs],  57.130000,  60.313000,  26.730000,  26.933000,  
Charge Sum,    6.2919963205, 
X Velocity[A/fs],  -0.192392,   0.177975,  -0.681855,   0.651347,  
Y Velocity[A/fs],   0.005707,   0.001186,  -0.059071,  -0.031783, 
Z Velocity[A/fs],   0.001896,   0.002078,   0.061993,  -0.042530,  
Speed[A/fs],   0.192486,   0.177991,   0.687211,   0.653507,  
 
C2H2_14r182,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4256073236,    1.9025673866,    0.9991212184,    0.9999135983,  
Time[fs],  63.451000,  64.195000,  26.922000,  26.982000,  
Charge Sum,    6.3272095270, 
X Velocity[A/fs],  -0.159259,   0.155864,  -0.672312,   0.640053,  
Y Velocity[A/fs],   0.007541,  -0.008064,  -0.077885,   0.086141, 
Z Velocity[A/fs],  -0.004062,   0.010951,   0.051654,  -0.078643,  
Speed[A/fs],   0.159489,   0.156456,   0.678777,   0.650594,  
 
C2H2_14r165,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7435216904,    2.5105255842,    0.9994157408,    0.9999199296,  
Time[fs],  58.403000,  56.688000,  26.851000,  26.789000,  
Charge Sum,    6.2533829450, 
X Velocity[A/fs],  -0.190076,   0.195795,  -0.672770,   0.660421,  
Y Velocity[A/fs],   0.001715,  -0.001564,   0.037431,  -0.039904, 
Z Velocity[A/fs],  -0.005470,  -0.000724,   0.043439,   0.033282,  
Speed[A/fs],   0.190163,   0.195802,   0.675209,   0.662462,  
 
C2H2_14r181,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3752021790,    1.9361989498,    0.9994283469,    0.9999696389,  
Time[fs],  62.091000,  64.831000,  26.794000,  26.784000,  
Charge Sum,    6.3107991146, 
X Velocity[A/fs],  -0.164190,   0.154466,  -0.673085,   0.641845,  
Y Velocity[A/fs],  -0.002495,   0.005282,   0.061257,  -0.044996, 
Z Velocity[A/fs],   0.007349,  -0.005542,  -0.080648,   0.063417,  
Speed[A/fs],   0.164374,   0.154655,   0.680662,   0.646538,  
 
C2H2_14r78,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8905572891,    2.4281203747,    0.9995302983,    0.9998737411,  
Time[fs],  58.041000,  57.797000,  27.026000,  27.011000,  
Charge Sum,    6.3180817032, 
X Velocity[A/fs],  -0.190364,   0.190103,  -0.671400,   0.645520,  
Y Velocity[A/fs],   0.004204,  -0.009724,  -0.013992,   0.070413, 
Z Velocity[A/fs],  -0.004763,   0.005653,   0.083723,  -0.072556,  
Speed[A/fs],   0.190470,   0.190435,   0.676745,   0.653390,  
 
C2H2_14r150,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9579505920,    2.3667690754,    0.9993509484,    0.9999301309,  
Time[fs],  57.218000,  60.345000,  26.743000,  26.865000,  
Charge Sum,    6.3240007467, 
X Velocity[A/fs],  -0.191064,   0.176948,  -0.683728,   0.655267,  
Y Velocity[A/fs],   0.000717,  -0.005595,   0.034528,   0.007641, 
Z Velocity[A/fs],  -0.005939,   0.000796,   0.074671,  -0.027202,  
Speed[A/fs],   0.191157,   0.177038,   0.688660,   0.655875,  
 
C2H2_14r75,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2459968328,    2.0263820887,    0.9993657026,    0.9999340314,  
Time[fs],  60.732000,  64.992000,  26.766000,  26.972000,  
Charge Sum,    6.2716786555, 
X Velocity[A/fs],  -0.171468,   0.156208,  -0.675681,   0.642377,  
Y Velocity[A/fs],   0.000756,  -0.002559,   0.061391,  -0.034276, 
Z Velocity[A/fs],   0.002759,   0.007349,  -0.039945,  -0.045594,  
Speed[A/fs],   0.171491,   0.156401,   0.679639,   0.644904,  
 
C2H2_14r163,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1604050398,    2.1562658548,    0.9989120531,    0.9999200612,  
Time[fs],  59.206000,  62.799000,  26.865000,  26.998000,  
Charge Sum,    6.3155030089, 
X Velocity[A/fs],  -0.179423,   0.165448,  -0.687639,   0.645649,  
Y Velocity[A/fs],  -0.002894,  -0.007835,   0.036760,   0.032655, 
Z Velocity[A/fs],  -0.001175,  -0.002125,   0.017498,   0.043333,  
Speed[A/fs],   0.179450,   0.165647,   0.688843,   0.647925,  
 
C2H2_14r88,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1578104496,    2.1713268757,    0.9986554843,    0.9999189091,  
Time[fs],  60.903000,  60.670000,  26.956000,  26.885000,  
Charge Sum,    6.3277117187, 
X Velocity[A/fs],  -0.173324,   0.173031,  -0.682684,   0.650906,  
Y Velocity[A/fs],  -0.000197,   0.007970,  -0.028354,  -0.056173, 
Z Velocity[A/fs],   0.004425,   0.002495,  -0.007570,  -0.010014,  
Speed[A/fs],   0.173380,   0.173232,   0.683314,   0.653403,  
 
C2H2_14r168,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1315163374,    2.2234702110,    0.9993773274,    0.9999592971,  
Time[fs],  59.783000,  60.244000,  26.736000,  26.662000,  
Charge Sum,    6.3543231729, 
X Velocity[A/fs],  -0.178144,   0.175131,  -0.682952,   0.651466,  
Y Velocity[A/fs],   0.005342,   0.002772,  -0.031965,  -0.039008, 
Z Velocity[A/fs],  -0.000929,  -0.002922,   0.023718,   0.054848,  
Speed[A/fs],   0.178226,   0.175178,   0.684111,   0.654933,  
 
C2H2_14r98,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3263131380,    1.9094099998,    0.9990436484,    0.9996445354,  
Time[fs],  63.852000,  65.086000,  26.970000,  27.208000,  
Charge Sum,    6.2344113217, 
X Velocity[A/fs],  -0.159115,   0.154090,  -0.674009,   0.644055,  
Y Velocity[A/fs],  -0.000915,   0.003203,   0.005694,  -0.040393, 
Z Velocity[A/fs],  -0.001203,  -0.006370,   0.023949,   0.054224,  
Speed[A/fs],   0.159122,   0.154255,   0.674458,   0.647595,  
 
C2H2_14r149,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3261777163,    2.0251806974,    0.9994860652,    0.9999058004,  
Time[fs],  60.824000,  63.024000,  26.990000,  26.915000,  
Charge Sum,    6.3507502793, 
X Velocity[A/fs],  -0.169563,   0.160969,  -0.674824,   0.642774,  
Y Velocity[A/fs],  -0.010780,   0.011427,   0.100876,  -0.088713, 
Z Velocity[A/fs],   0.011732,  -0.009339,  -0.097998,   0.079677,  
Speed[A/fs],   0.170310,   0.161644,   0.689324,   0.653740,  
 
C2H2_14r72,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9632918835,    2.3039635420,    0.9994156049,    0.9999525257,  
Time[fs],  59.345000,  59.788000,  26.783000,  26.869000,  
Charge Sum,    6.2666235561, 
X Velocity[A/fs],  -0.182160,   0.178833,  -0.673976,   0.652200,  
Y Velocity[A/fs],   0.001274,  -0.009131,   0.015198,   0.050836, 
Z Velocity[A/fs],   0.006105,  -0.000613,  -0.067940,   0.063520,  
Speed[A/fs],   0.182266,   0.179067,   0.677562,   0.657255,  
 
C2H2_14r27,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1279489994,    2.2405041456,    0.9992300197,    0.9999284599,  
Time[fs],  59.245000,  60.060000,  26.929000,  26.755000,  
Charge Sum,    6.3676116246, 
X Velocity[A/fs],  -0.180208,   0.175682,  -0.675823,   0.655147,  
Y Velocity[A/fs],  -0.008669,  -0.000643,   0.067827,   0.017551, 
Z Velocity[A/fs],   0.007892,  -0.003813,  -0.089759,   0.064217,  
Speed[A/fs],   0.180589,   0.175724,   0.685124,   0.658520,  
 
C2H2_14r178,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.6564974785,    1.6660249233,    0.9989974165,    0.9999268460,  
Time[fs],  66.152000,  67.463000,  26.739000,  26.740000,  
Charge Sum,    6.3214466643, 
X Velocity[A/fs],  -0.146170,   0.141240,  -0.677607,   0.654334,  
Y Velocity[A/fs],   0.008255,   0.003066,  -0.064051,  -0.032533, 
Z Velocity[A/fs],   0.001627,  -0.004887,  -0.004331,   0.061412,  
Speed[A/fs],   0.146412,   0.141358,   0.680641,   0.658015,  
 
C2H2_14r153,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7866251469,    2.5542153120,    0.9987251004,    0.9999232349,  
Time[fs],  57.800000,  55.887000,  26.963000,  26.763000,  
Charge Sum,    6.3394887942, 
X Velocity[A/fs],  -0.193699,   0.201102,  -0.676625,   0.651730,  
Y Velocity[A/fs],  -0.005985,  -0.003744,   0.037617,   0.051651, 
Z Velocity[A/fs],   0.007847,   0.001511,  -0.027525,  -0.052679,  
Speed[A/fs],   0.193950,   0.201143,   0.678229,   0.655892,  
 
C2H2_14r87,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7829883099,    2.5352915525,    0.9995566551,    0.9999205881,  
Time[fs],  56.660000,  56.924000,  27.000000,  26.933000,  
Charge Sum,    6.3177571055, 
X Velocity[A/fs],  -0.198228,   0.195880,  -0.675253,   0.641705,  
Y Velocity[A/fs],  -0.002510,  -0.000785,  -0.008737,   0.044615, 
Z Velocity[A/fs],  -0.014337,   0.015037,   0.081689,  -0.075903,  
Speed[A/fs],   0.198762,   0.196458,   0.680233,   0.647716,  
 
C2H2_14r74,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0654422045,    2.2815763950,    0.9987178366,    0.9998877001,  
Time[fs],  59.484000,  59.100000,  26.907000,  26.767000,  
Charge Sum,    6.3456241362, 
X Velocity[A/fs],  -0.180391,   0.180974,  -0.686913,   0.647912,  
Y Velocity[A/fs],  -0.002563,   0.004364,   0.033590,  -0.062752, 
Z Velocity[A/fs],   0.000735,  -0.003717,  -0.048698,   0.063380,  
Speed[A/fs],   0.180411,   0.181065,   0.689456,   0.654022,  
 
C2H2_14r175,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1035118103,    2.2054017782,    0.9992045439,    0.9999668218,  
Time[fs],  60.369000,  60.680000,  26.892000,  26.839000,  
Charge Sum,    6.3080849542, 
X Velocity[A/fs],  -0.176209,   0.173799,  -0.671546,   0.646625,  
Y Velocity[A/fs],  -0.015047,   0.008927,   0.070361,   0.004384, 
Z Velocity[A/fs],   0.000299,   0.004648,   0.038754,  -0.057349,  
Speed[A/fs],   0.176850,   0.174090,   0.676333,   0.649178,  
 
C2H2_14r96,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1403833628,    2.1720823050,    0.9993900821,    0.9999610829,  
Time[fs],  60.669000,  60.959000,  26.807000,  26.785000,  
Charge Sum,    6.3118168327, 
X Velocity[A/fs],  -0.174204,   0.171634,  -0.675460,   0.653224,  
Y Velocity[A/fs],   0.002757,   0.004053,  -0.031591,  -0.017557, 
Z Velocity[A/fs],  -0.003519,   0.001819,   0.071887,  -0.065387,  
Speed[A/fs],   0.174262,   0.171691,   0.680009,   0.656723,  
 
C2H2_14r73,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1216769218,    2.1899689436,    0.9991989504,    0.9998992407,  
Time[fs],  58.879000,  62.187000,  26.955000,  27.045000,  
Charge Sum,    6.3107440565, 
X Velocity[A/fs],  -0.181524,   0.168008,  -0.670500,   0.644930,  
Y Velocity[A/fs],  -0.009183,   0.005133,   0.098581,  -0.051329, 
Z Velocity[A/fs],  -0.004083,   0.004707,   0.071935,  -0.057818,  
Speed[A/fs],   0.181802,   0.168153,   0.681515,   0.649548,  
 
C2H2_14r20,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8653643131,    2.3337044716,    0.9993291285,    0.9999171450,  
Time[fs],  59.389000,  59.538000,  26.811000,  26.915000,  
Charge Sum,    6.1983150582, 
X Velocity[A/fs],  -0.182844,   0.180543,  -0.671459,   0.653192,  
Y Velocity[A/fs],  -0.000237,  -0.002468,   0.034961,  -0.004234, 
Z Velocity[A/fs],   0.007882,   0.006698,  -0.051990,  -0.042122,  
Speed[A/fs],   0.183014,   0.180684,   0.674376,   0.654563,  
 
C2H2_14r184,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0402655602,    2.1625481844,    0.9997381554,    0.9997364403,  
Time[fs],  61.505000,  60.953000,  27.058000,  27.033000,  
Charge Sum,    6.2022883403, 
X Velocity[A/fs],  -0.172328,   0.172889,  -0.664097,   0.646691,  
Y Velocity[A/fs],  -0.006067,  -0.002289,   0.042727,   0.004986, 
Z Velocity[A/fs],   0.006811,  -0.001534,  -0.055382,   0.020870,  
Speed[A/fs],   0.172570,   0.172911,   0.667770,   0.647047,  
 
C2H2_14r154,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0053739548,    2.3453958035,    0.9990520463,    0.9999422684,  
Time[fs],  58.302000,  59.236000,  26.839000,  26.740000,  
Charge Sum,    6.3497640729, 
X Velocity[A/fs],  -0.186737,   0.181926,  -0.685426,   0.649405,  
Y Velocity[A/fs],  -0.010389,  -0.001045,   0.047760,   0.026117, 
Z Velocity[A/fs],   0.001176,  -0.005300,  -0.009712,   0.049209,  
Speed[A/fs],   0.187029,   0.182006,   0.687157,   0.651790,  
 
C2H2_14r31,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8209228516,    2.5524654388,    0.9963445566,    0.9999674063,  
Time[fs],  55.775000,  56.916000,  26.745000,  26.810000,  
Charge Sum,    6.3697002533, 
X Velocity[A/fs],  -0.200900,   0.193793,  -0.676509,   0.653663,  
Y Velocity[A/fs],  -0.001840,  -0.004282,   0.024881,   0.054548, 
Z Velocity[A/fs],  -0.009837,   0.016861,   0.090558,  -0.092394,  
Speed[A/fs],   0.201149,   0.194572,   0.682997,   0.662410,  
 
C2H2_14r126,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3931945562,    1.9430813789,    0.9991650278,    0.9999340028,  
Time[fs],  62.522000,  64.260000,  26.887000,  26.912000,  
Charge Sum,    6.3353749657, 
X Velocity[A/fs],  -0.163095,   0.156341,  -0.675282,   0.647256,  
Y Velocity[A/fs],   0.003851,   0.006156,  -0.029341,  -0.032137, 
Z Velocity[A/fs],   0.007772,  -0.003892,  -0.087528,   0.078380,  
Speed[A/fs],   0.163326,   0.156510,   0.681563,   0.652776,  
 
C2H2_14r45,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4759366512,    1.9340367317,    0.9982039088,    0.9999637367,  
Time[fs],  61.674000,  62.919000,  26.774000,  26.617000,  
Charge Sum,    6.4081410285, 
X Velocity[A/fs],  -0.164292,   0.158744,  -0.684205,   0.658436,  
Y Velocity[A/fs],   0.006809,  -0.005650,  -0.068304,   0.047955, 
Z Velocity[A/fs],   0.003289,   0.005764,  -0.032562,  -0.044097,  
Speed[A/fs],   0.164466,   0.158949,   0.688376,   0.661651,  
 
C2H2_14r53,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7876596451,    2.5499292612,    0.9993235762,    0.9999235641,  
Time[fs],  56.529000,  56.897000,  26.984000,  26.921000,  
Charge Sum,    6.3368360466, 
X Velocity[A/fs],  -0.198864,   0.195869,  -0.670346,   0.641912,  
Y Velocity[A/fs],  -0.005688,   0.004943,   0.075137,  -0.072111, 
Z Velocity[A/fs],  -0.013930,   0.013117,   0.095052,  -0.093841,  
Speed[A/fs],   0.199433,   0.196370,   0.681208,   0.652730,  
 
C2H2_14r186,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0928890705,    2.2077028751,    0.9995982246,    0.9999486195,  
Time[fs],  60.747000,  60.334000,  26.794000,  26.808000,  
Charge Sum,    6.3001387897, 
X Velocity[A/fs],  -0.174283,   0.174290,  -0.676762,   0.654826,  
Y Velocity[A/fs],   0.004468,  -0.009443,  -0.026466,   0.046162, 
Z Velocity[A/fs],  -0.005440,   0.008973,   0.053241,  -0.069162,  
Speed[A/fs],   0.174425,   0.174776,   0.679369,   0.660085,  
 
C2H2_14r13,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3574929237,    1.8849713802,    0.9995202305,    0.9999200329,  
Time[fs],  65.257000,  64.274000,  26.849000,  26.853000,  
Charge Sum,    6.2419045674, 
X Velocity[A/fs],  -0.153619,   0.155071,  -0.673063,   0.656350,  
Y Velocity[A/fs],  -0.008057,   0.000747,   0.040342,   0.029062, 
Z Velocity[A/fs],   0.006319,   0.002664,  -0.044430,  -0.044999,  
Speed[A/fs],   0.153960,   0.155096,   0.675733,   0.658532,  
 
C2H2_14r102,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.6843736172,    2.6669600010,    0.9992895458,    0.9999318896,  
Time[fs],  55.007000,  56.262000,  26.885000,  26.835000,  
Charge Sum,    6.3505550535, 
X Velocity[A/fs],  -0.208667,   0.201348,  -0.680277,   0.645854,  
Y Velocity[A/fs],   0.004069,  -0.002571,  -0.072943,   0.069443, 
Z Velocity[A/fs],  -0.001659,   0.003287,   0.077263,  -0.064125,  
Speed[A/fs],   0.208713,   0.201391,   0.688526,   0.652734,  
 
C2H2_14r12,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0043158531,    2.3760347366,    0.9990967064,    0.9999642335,  
Time[fs],  57.369000,  58.521000,  26.734000,  26.633000,  
Charge Sum,    6.3794115297, 
X Velocity[A/fs],  -0.190245,   0.183673,  -0.680203,   0.657099,  
Y Velocity[A/fs],   0.004600,   0.001933,  -0.042013,  -0.035926, 
Z Velocity[A/fs],  -0.007722,   0.008229,   0.070783,  -0.023388,  
Speed[A/fs],   0.190457,   0.183867,   0.685165,   0.658496,  
 
C2H2_14r28,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9194550514,    2.4023890495,    0.9995945905,    0.9999577352,  
Time[fs],  57.277000,  59.419000,  26.747000,  26.778000,  
Charge Sum,    6.3213964266, 
X Velocity[A/fs],  -0.192350,   0.181979,  -0.677011,   0.653019,  
Y Velocity[A/fs],  -0.005998,  -0.001495,   0.052157,   0.035974, 
Z Velocity[A/fs],   0.001262,   0.003451,  -0.075069,   0.037623,  
Speed[A/fs],   0.192448,   0.182018,   0.683154,   0.655091,  
 
C2H2_14r159,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.6649523973,    1.6679251194,    0.9990521187,    0.9998738268,  
Time[fs],  67.348000,  66.868000,  26.886000,  26.944000,  
Charge Sum,    6.3318034622, 
X Velocity[A/fs],  -0.143069,   0.142987,  -0.678220,   0.656035,  
Y Velocity[A/fs],   0.007389,  -0.004761,  -0.070343,   0.077575, 
Z Velocity[A/fs],   0.004349,  -0.003326,  -0.035761,   0.049096,  
Speed[A/fs],   0.143325,   0.143105,   0.682795,   0.662428,  
 
C2H2_14r140,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7473034859,    2.4447377920,    0.9994410158,    0.9998980973,  
Time[fs],  57.134000,  59.141000,  26.703000,  26.940000,  
Charge Sum,    6.1913803909, 
X Velocity[A/fs],  -0.194539,   0.184332,  -0.666089,   0.645929,  
Y Velocity[A/fs],   0.006256,   0.000428,  -0.048724,  -0.023211, 
Z Velocity[A/fs],   0.007540,  -0.003054,  -0.065997,   0.034546,  
Speed[A/fs],   0.194785,   0.184358,   0.671122,   0.647269,  
 
C2H2_14r196,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9600710869,    2.3551568985,    0.9991603572,    0.9999083679,  
Time[fs],  58.507000,  59.030000,  26.879000,  27.020000,  
Charge Sum,    6.3142967105, 
X Velocity[A/fs],  -0.186392,   0.182710,  -0.673796,   0.646944,  
Y Velocity[A/fs],  -0.004004,   0.005850,   0.057016,  -0.085539, 
Z Velocity[A/fs],  -0.004054,   0.008483,   0.083218,  -0.079867,  
Speed[A/fs],   0.186479,   0.183000,   0.681305,   0.657444,  
 
C2H2_14r25,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0421020985,    2.1736965179,    0.9993790747,    0.9999247269,  
Time[fs],  61.089000,  61.328000,  26.803000,  26.898000,  
Charge Sum,    6.2151024179, 
X Velocity[A/fs],  -0.173110,   0.170620,  -0.673726,   0.652527,  
Y Velocity[A/fs],  -0.007563,   0.002716,   0.049271,  -0.037263, 
Z Velocity[A/fs],   0.006828,  -0.000287,   0.016602,  -0.041742,  
Speed[A/fs],   0.173410,   0.170642,   0.675730,   0.654922,  
 
C2H2_14r9,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2368739843,    2.0866500139,    0.9990359464,    0.9999290921,  
Time[fs],  60.631000,  62.277000,  26.966000,  26.926000,  
Charge Sum,    6.3224890368, 
X Velocity[A/fs],  -0.172593,   0.165785,  -0.677530,   0.644865,  
Y Velocity[A/fs],  -0.002625,  -0.000628,   0.052306,  -0.042477, 
Z Velocity[A/fs],  -0.003214,   0.006266,   0.085426,  -0.068131,  
Speed[A/fs],   0.172643,   0.165905,   0.684894,   0.649844,  
 
C2H2_14r76,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7294170856,    2.6021783352,    0.9994229036,    0.9999358262,  
Time[fs],  56.325000,  56.456000,  26.857000,  26.836000,  
Charge Sum,    6.3309541506, 
X Velocity[A/fs],  -0.200886,   0.198561,  -0.673244,   0.653821,  
Y Velocity[A/fs],  -0.009541,   0.002629,   0.082537,  -0.073181, 
Z Velocity[A/fs],  -0.002559,   0.003564,   0.062341,  -0.066987,  
Speed[A/fs],   0.201129,   0.198610,   0.681143,   0.661305,  
 
C2H2_14r148,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2269340754,    2.1521401405,    0.9996061210,    0.9999494563,  
Time[fs],  58.790000,  61.923000,  26.811000,  26.691000,  
Charge Sum,    6.3786297932, 
X Velocity[A/fs],  -0.179749,   0.167115,  -0.681395,   0.646066,  
Y Velocity[A/fs],   0.005832,  -0.005244,  -0.086078,   0.060744, 
Z Velocity[A/fs],  -0.004907,   0.004466,   0.084145,  -0.056924,  
Speed[A/fs],   0.179911,   0.167257,   0.691946,   0.651408,  
 
C2H2_14r30,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8295927048,    2.4680976868,    0.9992487236,    0.9999494631,  
Time[fs],  55.942000,  59.211000,  26.811000,  26.980000,  
Charge Sum,    6.2968885783, 
X Velocity[A/fs],  -0.200414,   0.184925,  -0.677035,   0.637987,  
Y Velocity[A/fs],   0.002833,   0.000669,  -0.054713,   0.014891, 
Z Velocity[A/fs],   0.006407,  -0.005885,  -0.045640,   0.055514,  
Speed[A/fs],   0.200536,   0.185020,   0.680774,   0.640571,  
 
C2H2_14r124,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2625335455,    1.9451043606,    0.9994096286,    0.9998704780,  
Time[fs],  63.869000,  64.399000,  26.865000,  26.986000,  
Charge Sum,    6.2069180127, 
X Velocity[A/fs],  -0.159505,   0.156388,  -0.669662,   0.648592,  
Y Velocity[A/fs],   0.008705,  -0.007047,  -0.058326,   0.060476, 
Z Velocity[A/fs],  -0.002433,  -0.001518,   0.024282,   0.014116,  
Speed[A/fs],   0.159761,   0.156554,   0.672635,   0.651559,  
 
C2H2_14r179,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4090418816,    1.9490647316,    0.9993174258,    0.9999329216,  
Time[fs],  60.791000,  64.503000,  26.709000,  26.751000,  
Charge Sum,    6.3573569605, 
X Velocity[A/fs],  -0.167981,   0.154222,  -0.680630,   0.654975,  
Y Velocity[A/fs],  -0.009937,   0.005263,   0.088255,  -0.059221, 
Z Velocity[A/fs],   0.002588,  -0.001207,  -0.003851,  -0.026461,  
Speed[A/fs],   0.168295,   0.154316,   0.686338,   0.658179,  
 
C2H2_14r156,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1064664125,    2.2128547430,    0.9985171597,    0.9998972612,  
Time[fs],  59.912000,  60.373000,  26.957000,  26.971000,  
Charge Sum,    6.3177355765, 
X Velocity[A/fs],  -0.177980,   0.175249,  -0.682216,   0.643736,  
Y Velocity[A/fs],  -0.001143,   0.010937,   0.002261,  -0.063151, 
Z Velocity[A/fs],  -0.000298,  -0.007090,   0.032215,   0.060243,  
Speed[A/fs],   0.177984,   0.175733,   0.682980,   0.649626,  
 
C2H2_14r187,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1170349121,    2.2214472294,    0.9993133086,    0.9999401446,  
Time[fs],  59.894000,  60.289000,  26.875000,  26.908000,  
Charge Sum,    6.3377355947, 
X Velocity[A/fs],  -0.177820,   0.174990,  -0.671637,   0.643621,  
Y Velocity[A/fs],   0.004703,   0.007399,  -0.036096,  -0.056881, 
Z Velocity[A/fs],   0.011307,  -0.012306,  -0.089736,   0.090940,  
Speed[A/fs],   0.178241,   0.175578,   0.678566,   0.652498,  
 
C2H2_14r135,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7559220791,    2.5831664801,    0.9994859063,    0.9999058995,  
Time[fs],  57.289000,  55.714000,  27.073000,  26.831000,  
Charge Sum,    6.3384803650, 
X Velocity[A/fs],  -0.196311,   0.202291,  -0.672757,   0.651105,  
Y Velocity[A/fs],   0.013179,  -0.007153,  -0.072895,   0.040684, 
Z Velocity[A/fs],  -0.002168,   0.004385,   0.052528,  -0.063463,  
Speed[A/fs],   0.196765,   0.202465,   0.678730,   0.655454,  
 
C2H2_14r62,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1819683313,    2.2325516939,    0.9991339396,    0.9999615661,  
Time[fs],  59.362000,  58.942000,  26.837000,  26.670000,  
Charge Sum,    6.4136155309, 
X Velocity[A/fs],  -0.178724,   0.179027,  -0.681989,   0.651689,  
Y Velocity[A/fs],   0.002989,  -0.006756,   0.009997,   0.057848, 
Z Velocity[A/fs],  -0.009676,   0.010834,   0.088181,  -0.087020,  
Speed[A/fs],   0.179011,   0.179482,   0.687739,   0.660013,  
 
C2H2_14r195,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3410292864,    2.0119612217,    0.9995023749,    0.9998925517,  
Time[fs],  63.541000,  61.219000,  26.997000,  26.785000,  
Charge Sum,    6.3523854347, 
X Velocity[A/fs],  -0.160703,   0.167410,  -0.673919,   0.648958,  
Y Velocity[A/fs],   0.003663,  -0.001977,  -0.059409,   0.063239, 
Z Velocity[A/fs],  -0.008163,   0.009081,   0.070781,  -0.079975,  
Speed[A/fs],   0.160952,   0.167668,   0.680225,   0.656918,  
 
C2H2_14r121,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8279817104,    2.5784231424,    0.9989029593,    0.9999737778,  
Time[fs],  55.789000,  56.262000,  26.740000,  26.700000,  
Charge Sum,    6.4052815900, 
X Velocity[A/fs],  -0.201588,   0.197925,  -0.685000,   0.648261,  
Y Velocity[A/fs],   0.005093,  -0.007583,  -0.070201,   0.082422, 
Z Velocity[A/fs],  -0.003017,   0.011640,   0.027045,  -0.075488,  
Speed[A/fs],   0.201675,   0.198411,   0.689119,   0.657825,  
 
C2H2_14r115,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3809996843,    1.9439082146,    0.9986444027,    0.9999258097,  
Time[fs],  63.349000,  63.748000,  26.961000,  26.870000,  
Charge Sum,    6.3234781113, 
