r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.701000,  25.450000,  25.093000,  22.739000,  10.100000,  10.569000,   9.319000,   9.418000,  10.002000,  10.206000,   9.734000,   9.919000,  10.460000,   9.477000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.385827,  -0.253117,   0.250245,   0.368040,  -0.111614,  -0.339552,  -0.854829,  -0.086737,  -0.436739,   0.469446,   0.105472,   0.112394,   0.379911,   0.844850,  
Y Velocity[A/fs],  -0.319412,   0.324780,   0.328908,  -0.327577,  -0.795027,  -0.139172,  -0.020108,   0.198660,   0.795598,   0.786059,   0.167101,  -0.812015,  -0.109593,  -0.068667, 
Z Velocity[A/fs],   0.105788,  -0.276416,   0.273409,  -0.110506,  -0.244593,   0.783526,  -0.273501,  -0.865475,   0.122895,  -0.086420,   0.854878,   0.227698,  -0.784930,   0.280624,  
Speed[A/fs],   0.511936,   0.495939,   0.495536,   0.504948,   0.839256,   0.865204,   0.897741,   0.892208,   0.915871,   0.919639,   0.877418,   0.850792,   0.878896,   0.892881,  
 
r_seed=40,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.889000,  25.943000,  24.791000,  22.159000,  10.053000,  10.759000,   9.354000,   9.474000,  10.049000,  10.550000,   9.533000,  10.086000,  10.605000,   9.408000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.382962,  -0.240485,   0.238881,   0.378469,  -0.079369,  -0.384686,  -0.857098,  -0.104090,  -0.439891,   0.525165,   0.092194,   0.146847,   0.345829,   0.848677,  
Y Velocity[A/fs],  -0.319633,   0.318533,   0.333221,  -0.316376,  -0.799992,  -0.137234,  -0.043355,   0.168682,   0.793092,   0.752403,   0.184139,  -0.798286,  -0.181881,   0.016269, 
Z Velocity[A/fs],   0.100137,  -0.289085,   0.290366,  -0.101514,  -0.231644,   0.770034,  -0.259622,  -0.866212,   0.091584,  -0.122309,   0.865072,   0.270040,  -0.780262,   0.284401,  
Speed[A/fs],   0.508776,   0.492815,   0.502408,   0.503624,   0.836628,   0.871648,   0.896605,   0.888601,   0.911529,   0.925672,   0.889245,   0.855422,   0.872632,   0.895210,  
 
r_seed=41,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.778000,  24.530000,  24.820000,  22.574000,   9.963000,  10.517000,   9.523000,   9.591000,   9.981000,  10.000000,   9.519000,  10.090000,  10.646000,   9.375000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.384404,  -0.242951,   0.255146,   0.369794,  -0.112587,  -0.319459,  -0.844380,  -0.101270,  -0.461981,   0.445127,   0.106728,   0.116947,   0.369526,   0.858085,  
Y Velocity[A/fs],  -0.304366,   0.336478,   0.331701,  -0.326280,  -0.805688,  -0.148541,  -0.065160,   0.154133,   0.787932,   0.797511,   0.161467,  -0.796573,  -0.152063,  -0.013035, 
Z Velocity[A/fs],   0.108875,  -0.278500,   0.276460,  -0.106817,  -0.223173,   0.787227,  -0.289955,  -0.858751,   0.151190,  -0.114315,   0.863090,   0.269336,  -0.778670,   0.235949,  
Speed[A/fs],   0.502254,   0.499805,   0.501553,   0.504595,   0.843573,   0.862464,   0.895152,   0.878331,   0.925809,   0.920451,   0.884527,   0.848968,   0.875214,   0.890029,  
 
r_seed=42,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.795000,  25.087000,  25.619000,  22.615000,   9.959000,  10.799000,   9.128000,   9.550000,  10.273000,   9.973000,   9.685000,  10.017000,  10.793000,   9.431000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.384460,  -0.243482,   0.243676,   0.370539,  -0.086744,  -0.372902,  -0.872697,  -0.114360,  -0.474968,   0.460806,   0.121378,   0.135246,   0.395866,   0.851282,  
Y Velocity[A/fs],  -0.313797,   0.329937,   0.322426,  -0.322731,  -0.804632,  -0.145267,  -0.079685,   0.167967,   0.775293,   0.788736,   0.125827,  -0.800115,  -0.161535,  -0.014178, 
Z Velocity[A/fs],   0.101374,  -0.284735,   0.289013,  -0.115464,  -0.227848,   0.771621,  -0.228447,  -0.861943,   0.114154,  -0.123729,   0.857991,   0.285396,  -0.771212,   0.260368,  
Speed[A/fs],   0.506512,   0.499215,   0.496855,   0.504764,   0.840757,   0.869228,   0.905614,   0.885572,   0.916354,   0.921822,   0.875622,   0.860190,   0.881800,   0.890322,  
 
r_seed=43,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  22.265000,  25.511000,  25.635000,  22.136000,  10.090000,  10.646000,   9.347000,   9.407000,  10.065000,  10.062000,   9.607000,   9.750000,  10.887000,   9.264000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.375839,  -0.241547,   0.244858,   0.379040,  -0.131827,  -0.387816,  -0.863783,  -0.104645,  -0.443514,   0.443735,   0.086409,   0.122546,   0.352268,   0.863244,  
Y Velocity[A/fs],  -0.328707,   0.324262,   0.322611,  -0.320702,  -0.794031,  -0.114878,  -0.034686,   0.173778,   0.790836,   0.791058,   0.125438,  -0.824891,  -0.142140,  -0.038286, 
Z Velocity[A/fs],   0.096346,  -0.281340,   0.293864,  -0.100619,  -0.304235,   0.774712,  -0.225806,  -0.869932,   0.108936,  -0.104770,   0.862288,   0.202865,  -0.768529,   0.247921,  
Speed[A/fs],   0.508513,   0.492588,   0.500389,   0.506602,   0.860478,   0.873944,   0.893484,   0.893269,   0.913233,   0.913045,   0.875638,   0.858264,   0.857283,   0.898955,  
 
r_seed=44,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.945000,  26.097000,  25.773000,  21.995000,   9.766000,  10.687000,   9.638000,   9.487000,  10.054000,  10.091000,   9.559000,   9.835000,  10.609000,   9.544000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.381122,  -0.251014,   0.240501,   0.380810,  -0.104596,  -0.365808,  -0.828527,  -0.116308,  -0.433029,   0.431471,   0.096903,   0.136582,   0.374905,   0.838915,  
Y Velocity[A/fs],  -0.327058,   0.316412,   0.320809,  -0.317850,  -0.817844,  -0.154947,  -0.031611,   0.174693,   0.789783,   0.786689,   0.153933,  -0.810255,  -0.174618,  -0.066112, 
Z Velocity[A/fs],   0.109566,  -0.286265,   0.283042,  -0.114044,  -0.212415,   0.774677,  -0.333813,  -0.864884,   0.132304,  -0.135395,   0.860961,   0.254428,  -0.778365,   0.304443,  
Speed[A/fs],   0.514029,   0.495048,   0.490787,   0.508971,   0.851428,   0.870602,   0.893805,   0.889983,   0.910371,   0.907402,   0.879966,   0.860175,   0.881418,   0.894893,  
 
r_seed=45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  22.000000,  24.750000,  25.784000,  22.319000,  10.192000,  10.508000,   9.285000,   9.649000,   9.796000,  10.029000,   9.663000,  10.026000,  10.497000,   9.390000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.380711,  -0.244744,   0.240727,   0.376271,  -0.107763,  -0.370697,  -0.859385,  -0.071386,  -0.426604,   0.458633,   0.085720,   0.146732,   0.357981,   0.857613,  
Y Velocity[A/fs],  -0.318231,   0.333974,   0.320415,  -0.314062,  -0.793551,  -0.172630,  -0.043920,   0.186327,   0.810695,   0.788753,   0.153540,  -0.810961,  -0.139559,  -0.069107, 
Z Velocity[A/fs],   0.099258,  -0.279135,   0.298380,  -0.107958,  -0.235043,   0.782366,  -0.254152,  -0.856317,   0.083446,  -0.105051,   0.860808,   0.209858,  -0.787098,   0.257683,  
Speed[A/fs],   0.506028,   0.499354,   0.499646,   0.501866,   0.834614,   0.882788,   0.897254,   0.879257,   0.919880,   0.918428,   0.878586,   0.850428,   0.875871,   0.898151,  
 
r_seed=46,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.559000,  25.204000,  25.427000,  22.406000,  10.045000,  10.604000,   9.401000,   9.632000,   9.880000,  10.235000,   9.702000,   9.953000,  10.634000,   9.405000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.388100,  -0.256231,   0.244065,   0.373905,  -0.109144,  -0.338757,  -0.851851,  -0.114525,  -0.421155,   0.469290,   0.087055,   0.134631,   0.375920,   0.853246,  
Y Velocity[A/fs],  -0.320899,   0.328428,   0.325069,  -0.323002,  -0.803912,  -0.190622,  -0.051105,   0.164245,   0.804553,   0.777759,   0.177127,  -0.814344,  -0.156099,  -0.067375, 
Z Velocity[A/fs],   0.096319,  -0.274440,   0.274570,  -0.103981,  -0.210263,   0.780686,  -0.293542,  -0.857915,   0.129206,  -0.123460,   0.854630,   0.204157,  -0.780071,   0.270348,  
Speed[A/fs],   0.512714,   0.498835,   0.490537,   0.504923,   0.838091,   0.872103,   0.902457,   0.880971,   0.917263,   0.916725,   0.877124,   0.850271,   0.879883,   0.897583,  
 
r_seed=47,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.850000,  25.734000,  25.286000,  22.158000,  10.151000,  10.384000,   9.591000,   9.593000,  10.231000,  10.117000,   9.677000,   9.747000,  10.546000,   9.410000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.383212,  -0.244917,   0.245687,   0.377721,  -0.110410,  -0.374211,  -0.832254,  -0.050387,  -0.469326,   0.464048,   0.088424,   0.131784,   0.350023,   0.854912,  
Y Velocity[A/fs],  -0.318229,   0.320923,   0.326704,  -0.318365,  -0.794287,  -0.109522,  -0.020435,   0.180438,   0.774071,   0.783444,   0.165083,  -0.816547,  -0.115035,  -0.034678, 
Z Velocity[A/fs],   0.112193,  -0.284467,   0.287264,  -0.111993,  -0.221697,   0.789033,  -0.326709,  -0.858608,   0.143453,  -0.134275,   0.856006,   0.263729,  -0.783751,   0.249273,  
Speed[A/fs],   0.510596,   0.493860,   0.499617,   0.506529,   0.832005,   0.880115,   0.894317,   0.878809,   0.916532,   0.920411,   0.876252,   0.868141,   0.866034,   0.891187,  
 
r_seed=48,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  22.039000,  24.667000,  25.575000,  22.516000,  10.023000,  10.671000,   9.326000,   9.415000,  10.287000,  10.156000,   9.403000,   9.890000,  10.533000,   9.476000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.380381,  -0.241531,   0.238865,   0.372242,  -0.111188,  -0.402474,  -0.849419,  -0.116494,  -0.461239,   0.457181,   0.111562,   0.145444,   0.344296,   0.844405,  
Y Velocity[A/fs],  -0.316607,   0.335106,   0.322039,  -0.321780,  -0.804540,  -0.113946,  -0.032107,   0.192994,   0.770708,   0.782257,   0.131929,  -0.815461,  -0.145683,  -0.057748, 
Z Velocity[A/fs],   0.096641,  -0.285257,   0.297061,  -0.102805,  -0.185758,   0.770886,  -0.294522,  -0.865697,   0.175321,  -0.098918,   0.872221,   0.220299,  -0.782425,   0.287292,  
Speed[A/fs],   0.504251,   0.502001,   0.499010,   0.502669,   0.833158,   0.877060,   0.899604,   0.894567,   0.915133,   0.911441,   0.889169,   0.857125,   0.867151,   0.893807,  
 
r_seed=49,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.889000,  25.274000,  25.257000,  22.435000,  10.053000,  10.694000,   9.330000,   9.447000,  10.322000,   9.663000,   9.473000,  10.393000,  10.489000,   9.471000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.382081,  -0.245587,   0.246966,   0.373374,  -0.116140,  -0.372972,  -0.860401,  -0.081490,  -0.477607,   0.405029,   0.121485,   0.080704,   0.361733,   0.849579,  
Y Velocity[A/fs],  -0.312924,   0.326274,   0.326884,  -0.320936,  -0.798457,  -0.117424,  -0.038726,   0.159701,   0.772994,   0.821240,   0.133874,  -0.776549,  -0.120615,  -0.046019, 
Z Velocity[A/fs],   0.116334,  -0.286543,   0.283579,  -0.113130,  -0.279836,   0.779248,  -0.251382,  -0.867450,   0.122969,  -0.071847,   0.868206,   0.288060,  -0.784537,   0.260260,  
Speed[A/fs],   0.507387,   0.498873,   0.498260,   0.505179,   0.854008,   0.871851,   0.897208,   0.885785,   0.916924,   0.918502,   0.886828,   0.832178,   0.872294,   0.889740,  
 
r_seed=50,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9930000000,    3.9910000000,    3.9850000000,    3.9950000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,    1.0000000000,  
Time[fs],  21.899000,  25.435000,  25.401000,  22.396000,   9.999000,  10.534000,   9.491000,   9.488000,  10.176000,  10.023000,   9.649000,  10.044000,  10.447000,   9.472000,  
Charge Sum,   25.9640000000, 
X Velocity[A/fs],  -0.382629,  -0.238898,   0.245995,   0.373553,  -0.109808,  -0.375122,  -0.847001,  -0.118074,  -0.485844,   0.410133,   0.126847,   0.111062,   0.348543,   0.846891,  
Y Velocity[A/fs],  -0.311416,   0.324809,   0.324443,  -0.322512,  -0.798106,  -0.113773,  -0.067736,   0.133325,   0.780423,   0.790812,   0.196041,  -0.797428,  -0.178444,  -0.036489, 
Z Velocity[A/fs],   0.112968,  -0.287423,   0.290656,  -0.113824,  -0.278918,   0.782880,  -0.282941,  -0.866366,   0.074986,  -0.178371,   0.857111,   0.275274,  -0.787340,   0.264734,  
Speed[A/fs],   0.506110,   0.495162,   0.500257,   0.506470,   0.852542,   0.875535,   0.895575,   0.884481,   0.922349,   0.908520,   0.888347,   0.850883,   0.879334,   0.888054,  
 
