r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Time[fs],  22.841000,  25.480000,  26.445000,  21.808000,   9.975000,  10.747000,   9.408000,   9.757000,  10.069000,  10.120000,   9.367000,  10.071000,  10.782000,  10.408000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.366377,  -0.241185,   0.220029,   0.384710,  -0.089566,  -0.365031,  -0.855692,  -0.093458,  -0.463330,   0.454744,   0.130089,   0.129225,   0.384696,   0.765072,  
Y Velocity[A/fs],  -0.314763,   0.324658,   0.312113,  -0.309909,  -0.801655,  -0.118859,  -0.061322,   0.200211,   0.789634,   0.781632,   0.176857,  -0.796322,  -0.152869,  -0.034556, 
Z Velocity[A/fs],   0.099803,  -0.278521,   0.285777,  -0.100212,  -0.263097,   0.772369,  -0.239473,  -0.852736,   0.089489,  -0.100353,   0.870779,   0.256848,  -0.768857,   0.208767,  
Speed[A/fs],   0.493222,   0.491067,   0.476965,   0.504071,   0.848465,   0.862514,   0.890683,   0.880896,   0.919893,   0.909841,   0.898030,   0.846640,   0.873213,   0.793797,  
 
r_seed=92,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.427000,  25.489000,  26.288000,  22.498000,  10.175000,  10.744000,   9.384000,   9.556000,   9.744000,  10.325000,   9.593000,  10.025000,  10.844000,  10.612000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373054,  -0.237880,   0.220396,   0.372849,  -0.104813,  -0.363150,  -0.850940,  -0.086923,  -0.423400,   0.443149,   0.111073,   0.113072,   0.395319,   0.742781,  
Y Velocity[A/fs],  -0.310874,   0.323939,   0.313242,  -0.319722,  -0.789444,  -0.101600,  -0.026239,   0.168653,   0.807000,   0.767641,   0.176849,  -0.802112,  -0.130421,  -0.044141, 
Z Velocity[A/fs],   0.100299,  -0.285686,   0.288931,  -0.102095,  -0.279333,   0.772293,  -0.271036,  -0.863215,   0.129172,  -0.175725,   0.861895,   0.259187,  -0.762972,   0.267400,  
Speed[A/fs],   0.495854,   0.493092,   0.479767,   0.501659,   0.843940,   0.859439,   0.893447,   0.883821,   0.920435,   0.903622,   0.886834,   0.850498,   0.869144,   0.790680,  
 
r_seed=93,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.443000,  26.711000,  26.041000,  22.272000,   9.661000,  10.606000,   9.570000,   9.607000,  10.025000,  10.352000,   9.601000,   9.993000,  10.908000,  10.836000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373524,  -0.231627,   0.229056,   0.376652,  -0.119045,  -0.345839,  -0.839055,  -0.102982,  -0.441567,   0.489491,   0.122216,   0.156758,   0.423988,   0.733821,  
Y Velocity[A/fs],  -0.313456,   0.309488,   0.317638,  -0.321333,  -0.822475,  -0.105943,  -0.013385,   0.165230,   0.793414,   0.764640,   0.138025,  -0.806197,  -0.143688,   0.017843, 
Z Velocity[A/fs],   0.111323,  -0.281546,   0.283876,  -0.103419,  -0.232389,   0.780948,  -0.278511,  -0.859747,   0.073890,  -0.126689,   0.862152,   0.239312,  -0.759435,   0.276922,  
Speed[A/fs],   0.500167,   0.478228,   0.483680,   0.505784,   0.862926,   0.860644,   0.884172,   0.881517,   0.911014,   0.916693,   0.881643,   0.855452,   0.881564,   0.784536,  
 
r_seed=94,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.060000,  26.020000,  25.264000,  22.841000,   9.765000,  10.465000,   9.379000,   9.564000,  10.525000,  10.224000,   9.575000,  10.018000,  10.465000,  10.659000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.379655,  -0.236176,   0.231090,   0.367659,  -0.131083,  -0.326434,  -0.854369,  -0.087996,  -0.463512,   0.471840,   0.127649,   0.137197,   0.375425,   0.746712,  
Y Velocity[A/fs],  -0.302366,   0.317399,   0.327537,  -0.322114,  -0.821408,  -0.147885,  -0.045279,   0.181235,   0.757577,   0.776890,   0.166297,  -0.801258,  -0.131926,  -0.019961, 
Z Velocity[A/fs],   0.104331,  -0.286879,   0.269898,  -0.100158,  -0.178238,   0.789419,  -0.261454,  -0.860738,   0.180371,  -0.126673,   0.858714,   0.233672,  -0.781643,   0.227719,  
Speed[A/fs],   0.496435,   0.488693,   0.483247,   0.498961,   0.850684,   0.866955,   0.894625,   0.884002,   0.906256,   0.917735,   0.883934,   0.845837,   0.877105,   0.780918,  
 
r_seed=95,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.143000,  26.749000,  26.081000,  22.274000,   9.973000,  10.766000,   9.407000,   9.570000,  10.152000,  10.095000,   9.432000,   9.860000,  10.781000,  10.691000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.378852,  -0.229491,   0.236283,   0.376630,  -0.120800,  -0.334605,  -0.848626,  -0.091289,  -0.446614,   0.433209,   0.114176,   0.153074,   0.431198,   0.742269,  
Y Velocity[A/fs],  -0.304096,   0.309360,   0.317460,  -0.324441,  -0.802736,  -0.183595,  -0.054881,   0.183576,   0.776012,   0.789050,   0.147272,  -0.812390,  -0.119126,   0.020066, 
Z Velocity[A/fs],   0.111396,  -0.283206,   0.276956,  -0.103818,  -0.243870,   0.774443,  -0.276274,  -0.858940,   0.149756,  -0.118790,   0.867320,   0.233335,  -0.762797,   0.248356,  
Speed[A/fs],   0.498410,   0.478096,   0.483027,   0.507830,   0.847615,   0.863383,   0.894150,   0.883070,   0.907791,   0.907954,   0.887113,   0.858985,   0.884297,   0.782973,  
 
r_seed=96,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.869000,  26.328000,  25.490000,  22.910000,   9.619000,  10.734000,   9.540000,   9.638000,  10.064000,  10.390000,   9.609000,  10.006000,  10.781000,  10.729000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.366826,  -0.237021,   0.228231,   0.367067,  -0.145289,  -0.383592,  -0.840919,  -0.111793,  -0.443490,   0.457130,   0.152021,   0.138765,   0.409309,   0.736597,  
Y Velocity[A/fs],  -0.313763,   0.314539,   0.323946,  -0.313141,  -0.829377,  -0.092982,  -0.075262,   0.183593,   0.788935,   0.765433,   0.159762,  -0.803890,  -0.132418,  -0.054831, 
Z Velocity[A/fs],   0.112704,  -0.279566,   0.290821,  -0.118078,  -0.213299,   0.774172,  -0.282686,  -0.857439,   0.114879,  -0.170304,   0.862223,   0.217757,  -0.768022,   0.269866,  
Speed[A/fs],   0.495692,   0.482981,   0.491536,   0.496727,   0.868603,   0.868983,   0.890349,   0.883972,   0.912304,   0.907667,   0.889979,   0.844341,   0.880299,   0.786390,  
 
r_seed=97,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.749000,  26.476000,  25.563000,  21.812000,   9.817000,  10.663000,   9.616000,   9.737000,  10.412000,  10.262000,   9.519000,  10.202000,  10.758000,  10.381000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.366901,  -0.235422,   0.221909,   0.383978,  -0.109004,  -0.363059,  -0.836125,  -0.124303,  -0.495980,   0.479561,   0.123687,   0.136041,   0.387150,   0.765970,  
Y Velocity[A/fs],  -0.321223,   0.311137,   0.322907,  -0.310584,  -0.816772,  -0.133517,  -0.031572,   0.193695,   0.758811,   0.774984,   0.147934,  -0.788161,  -0.117729,  -0.026099, 
Z Velocity[A/fs],   0.102043,  -0.285965,   0.279882,  -0.098937,  -0.242978,   0.775822,  -0.298185,  -0.855269,   0.143591,  -0.092360,   0.863445,   0.265319,  -0.770278,   0.210695,  
Speed[A/fs],   0.498210,   0.483741,   0.481504,   0.503676,   0.859091,   0.866913,   0.888266,   0.885694,   0.917829,   0.916029,   0.884714,   0.842674,   0.870099,   0.794848,  
 
r_seed=98,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.470000,  26.751000,  26.222000,  21.901000,   9.876000,  10.642000,   9.411000,   9.662000,  10.202000,  10.197000,   9.501000,  10.064000,  10.959000,  10.571000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372583,  -0.237106,   0.225051,   0.383496,  -0.142020,  -0.369923,  -0.854874,  -0.098920,  -0.467741,   0.483449,   0.107224,   0.113856,   0.379566,   0.752287,  
Y Velocity[A/fs],  -0.317652,   0.309307,   0.315877,  -0.318100,  -0.810947,  -0.113711,  -0.026900,   0.129348,   0.776040,   0.774018,   0.149081,  -0.798486,  -0.122966,  -0.045243, 
Z Velocity[A/fs],   0.110026,  -0.281789,   0.278488,  -0.099337,  -0.271554,   0.779237,  -0.248103,  -0.857777,   0.112608,  -0.088110,   0.863543,   0.258446,  -0.761667,   0.245178,  
Speed[A/fs],   0.501823,   0.480931,   0.477474,   0.508060,   0.866918,   0.870048,   0.890555,   0.873097,   0.913072,   0.916838,   0.882853,   0.846958,   0.859841,   0.792524,  
 
r_seed=99,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.313000,  25.390000,  26.824000,  22.314000,  10.176000,  10.718000,   9.292000,   9.374000,  10.182000,  10.427000,   9.479000,  10.197000,  10.809000,  10.591000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374640,  -0.243009,   0.227291,   0.375945,  -0.111136,  -0.390073,  -0.855239,  -0.079085,  -0.449837,   0.489460,   0.123274,   0.129927,   0.382893,   0.753028,  
Y Velocity[A/fs],  -0.312717,   0.326133,   0.307765,  -0.319559,  -0.793581,  -0.135970,  -0.077835,   0.200348,   0.779264,   0.760528,   0.154544,  -0.791188,  -0.165428,  -0.023518, 
Z Velocity[A/fs],   0.102932,  -0.267514,   0.284047,  -0.106566,  -0.249607,   0.772641,  -0.270126,  -0.864344,   0.142876,  -0.107637,   0.866527,   0.279308,  -0.766613,   0.228980,  
Speed[A/fs],   0.498741,   0.486806,   0.476511,   0.504786,   0.839300,   0.876138,   0.900255,   0.890777,   0.911054,   0.910802,   0.888791,   0.849043,   0.872736,   0.787423,  
 
r_seed=100,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.418000,  25.743000,  26.865000,  22.054000,  10.015000,  10.569000,   9.318000,   9.631000,   9.940000,   9.872000,   9.582000,  10.077000,  10.698000,  10.736000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373403,  -0.233206,   0.224420,   0.380840,  -0.095274,  -0.377169,  -0.856304,  -0.061695,  -0.426911,   0.432931,   0.090990,   0.118849,   0.410305,   0.736500,  
Y Velocity[A/fs],  -0.314961,   0.321337,   0.306756,  -0.314190,  -0.800686,  -0.112867,  -0.012900,   0.149380,   0.799000,   0.799226,   0.171463,  -0.792767,  -0.127817,  -0.041103, 
Z Velocity[A/fs],   0.096487,  -0.278047,   0.293865,  -0.108965,  -0.247998,   0.778044,  -0.243744,  -0.857108,   0.096538,  -0.074336,   0.862931,   0.284216,  -0.766923,   0.280116,  
Speed[A/fs],   0.497936,   0.484719,   0.480438,   0.505596,   0.843610,   0.871980,   0.890412,   0.872212,   0.911029,   0.911985,   0.884493,   0.850519,   0.879123,   0.789042,  
 
r_seed=101,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.939000,  26.138000,  25.796000,  22.232000,   9.949000,  10.704000,   9.348000,   9.481000,  10.082000,  10.346000,   9.531000,   9.960000,  10.713000,  10.880000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.365343,  -0.239077,   0.226973,   0.377877,  -0.142248,  -0.404872,  -0.848800,  -0.101193,  -0.467486,   0.457360,   0.127719,   0.138386,   0.373909,   0.734983,  
Y Velocity[A/fs],  -0.310755,   0.315742,   0.320869,  -0.313414,  -0.806482,  -0.079470,  -0.049697,   0.180320,   0.786411,   0.770807,   0.162224,  -0.805732,  -0.136575,  -0.100603, 
Z Velocity[A/fs],   0.118470,  -0.285754,   0.276323,  -0.108050,  -0.236921,   0.772635,  -0.273652,  -0.865498,   0.069772,  -0.133873,   0.860881,   0.249765,  -0.771899,   0.277507,  
Speed[A/fs],   0.494044,   0.488371,   0.480445,   0.502687,   0.852514,   0.875900,   0.893206,   0.889855,   0.917525,   0.906225,   0.885294,   0.854831,   0.868498,   0.792043,  
 
r_seed=102,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.444000,  24.764000,  26.276000,  22.391000,  10.086000,  10.520000,   9.387000,   9.621000,  10.111000,  10.341000,   9.410000,   9.720000,  10.906000,  10.602000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372688,  -0.240752,   0.225151,   0.374874,  -0.111257,  -0.346550,  -0.853357,  -0.090552,  -0.467824,   0.447451,   0.101765,   0.176391,   0.416001,   0.748053,  
Y Velocity[A/fs],  -0.309827,   0.334212,   0.313708,  -0.311673,  -0.796057,  -0.162076,  -0.030797,   0.135297,   0.782496,   0.767962,   0.128167,  -0.821335,  -0.129659,  -0.019980, 
Z Velocity[A/fs],   0.100506,  -0.264666,   0.291649,  -0.104175,  -0.239050,   0.782922,  -0.251175,  -0.854929,   0.136050,  -0.161824,   0.869451,   0.231048,  -0.759243,   0.247263,  
Speed[A/fs],   0.494965,   0.489599,   0.483906,   0.498521,   0.838588,   0.871397,   0.890087,   0.870293,   0.921775,   0.903419,   0.884720,   0.871256,   0.875396,   0.788113,  
 
r_seed=103,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.362000,  25.488000,  26.182000,  22.260000,   9.993000,  10.647000,   9.622000,   9.606000,  10.066000,  10.395000,   9.684000,  10.078000,  10.773000,  10.604000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374926,  -0.229232,   0.241550,   0.375957,  -0.107503,  -0.390233,  -0.840263,  -0.136459,  -0.462300,   0.493291,   0.060342,   0.138350,   0.355793,   0.746955,  
Y Velocity[A/fs],  -0.304658,   0.325119,   0.314924,  -0.329394,  -0.805841,  -0.172997,  -0.050037,   0.180318,   0.790377,   0.761093,   0.174363,  -0.794202,  -0.133806,  -0.018494, 
Z Velocity[A/fs],   0.098374,  -0.268191,   0.275695,  -0.102618,  -0.233187,   0.774525,  -0.291591,  -0.858568,   0.078735,  -0.137287,   0.852916,   0.299590,  -0.770771,   0.249330,  
Speed[A/fs],   0.493015,   0.479767,   0.483251,   0.510269,   0.845762,   0.884364,   0.890826,   0.887849,   0.919030,   0.917304,   0.872645,   0.860029,   0.859408,   0.787686,  
 
r_seed=104,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.153000,  25.777000,  25.719000,  22.963000,   9.919000,  10.716000,   9.379000,   9.549000,  10.324000,  10.294000,   9.497000,  10.426000,  10.831000,  10.581000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.378108,  -0.239912,   0.232076,   0.365900,  -0.118844,  -0.328150,  -0.852583,  -0.091085,  -0.477574,   0.461728,   0.113099,   0.120451,   0.420810,   0.744421,  
Y Velocity[A/fs],  -0.308269,   0.321175,   0.320742,  -0.316431,  -0.812188,  -0.177287,  -0.072115,   0.187905,   0.771708,   0.769944,   0.168598,  -0.776772,  -0.123958,  -0.028291, 
Z Velocity[A/fs],   0.105432,  -0.269667,   0.284632,  -0.119851,  -0.236143,   0.779330,  -0.274260,  -0.859634,   0.119591,  -0.158548,   0.865460,   0.271432,  -0.765060,   0.253171,  
Speed[A/fs],   0.499111,   0.483147,   0.487596,   0.498373,   0.854129,   0.863984,   0.898508,   0.884633,   0.915375,   0.911671,   0.888953,   0.831600,   0.881909,   0.786803,  
 
r_seed=105,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.279000,  26.217000,  25.418000,  22.620000,   9.929000,  10.570000,   9.411000,   9.684000,  10.254000,  10.096000,   9.537000,  10.040000,  10.824000,  10.902000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.376453,  -0.234760,   0.239460,   0.370475,  -0.117711,  -0.362414,  -0.851834,  -0.128096,  -0.438475,   0.482653,   0.108532,   0.154684,   0.383892,   0.732882,  
Y Velocity[A/fs],  -0.305677,   0.315546,   0.325466,  -0.330044,  -0.809315,  -0.188808,  -0.011737,   0.126209,   0.779323,   0.781015,   0.201135,  -0.798948,  -0.107848,  -0.013291, 
Z Velocity[A/fs],   0.108295,  -0.277020,   0.264288,  -0.098681,  -0.225145,   0.780625,  -0.262654,  -0.856914,   0.137853,  -0.115470,   0.858420,   0.291627,  -0.766086,   0.265915,  
Speed[A/fs],   0.496874,   0.481063,   0.482822,   0.505884,   0.848255,   0.881118,   0.891486,   0.875579,   0.904769,   0.925349,   0.888323,   0.864460,   0.863650,   0.779745,  
 
r_seed=106,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.933000,  25.326000,  25.988000,  22.454000,  10.286000,  10.667000,   9.354000,   9.365000,  10.152000,  10.139000,   9.489000,   9.873000,  10.871000,  10.396000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.365016,  -0.227728,   0.229930,   0.373484,  -0.135829,  -0.373032,  -0.855653,  -0.067264,  -0.466086,   0.469230,   0.112480,   0.147464,   0.414322,   0.757471,  
Y Velocity[A/fs],  -0.311304,   0.326041,   0.317176,  -0.318941,  -0.780996,  -0.122794,  -0.032185,   0.167322,   0.776480,   0.781694,   0.139339,  -0.814342,  -0.137281,  -0.035735, 
Z Velocity[A/fs],   0.095735,  -0.287096,   0.285057,  -0.104296,  -0.312107,   0.771704,  -0.240225,  -0.870286,   0.116616,  -0.075305,   0.863712,   0.226261,  -0.760041,   0.229025,  
Speed[A/fs],   0.489195,   0.490497,   0.484486,   0.502087,   0.851947,   0.865885,   0.889317,   0.888773,   0.913102,   0.914818,   0.882080,   0.857958,   0.876454,   0.792144,  
 
r_seed=107,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.477000,  26.040000,  25.182000,  21.884000,  10.003000,  10.713000,   9.502000,   9.596000,  10.218000,  10.094000,   9.563000,  10.275000,  10.887000,  10.649000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371683,  -0.234411,   0.228369,   0.382902,  -0.143245,  -0.361511,  -0.841490,  -0.099210,  -0.448467,   0.472034,   0.109945,   0.113895,   0.386519,   0.742475,  
Y Velocity[A/fs],  -0.311932,   0.316517,   0.327172,  -0.302171,  -0.808731,  -0.125879,  -0.026601,   0.198363,   0.778816,   0.777403,   0.154424,  -0.784054,  -0.131150,  -0.044475, 
Z Velocity[A/fs],   0.104590,  -0.274672,   0.287582,  -0.109346,  -0.233015,   0.776601,  -0.301880,  -0.858247,   0.150654,  -0.155930,   0.863257,   0.253624,  -0.764384,   0.277915,  
Speed[A/fs],   0.496376,   0.480184,   0.491831,   0.499878,   0.853734,   0.865820,   0.894396,   0.886441,   0.911248,   0.922760,   0.883825,   0.831889,   0.866533,   0.794031,  
 
r_seed=108,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.354000,  26.206000,  25.295000,  22.569000,  10.166000,  10.699000,   9.350000,   9.663000,  10.188000,   9.989000,   9.413000,   9.781000,  10.851000,  10.774000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.375184,  -0.227558,   0.234705,   0.371884,  -0.126458,  -0.373812,  -0.851455,  -0.122138,  -0.455701,   0.469513,   0.135907,   0.134215,   0.412095,   0.740748,  
Y Velocity[A/fs],  -0.310022,   0.315385,   0.326540,  -0.320412,  -0.794688,  -0.137136,  -0.037804,   0.146308,   0.776558,   0.789919,   0.163700,  -0.822140,  -0.120812,  -0.039816, 
Z Velocity[A/fs],   0.101186,  -0.276468,   0.281162,  -0.098793,  -0.235944,   0.774046,  -0.277757,  -0.855456,   0.128068,  -0.078701,   0.867513,   0.199704,  -0.762857,   0.249386,  
Speed[A/fs],   0.497107,   0.477163,   0.490681,   0.500722,   0.838564,   0.870453,   0.896412,   0.876430,   0.909455,   0.922284,   0.893223,   0.856627,   0.875425,   0.782615,  
 
r_seed=109,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.269000,  26.446000,  25.182000,  22.332000,  10.035000,  10.787000,   9.343000,   9.613000,  10.094000,   9.982000,   9.673000,  10.217000,  10.586000,  10.672000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.375544,  -0.234436,   0.229882,   0.375564,  -0.119900,  -0.340778,  -0.862501,  -0.135149,  -0.461465,   0.473774,   0.119300,   0.117866,   0.402392,   0.745901,  
Y Velocity[A/fs],  -0.313715,   0.312566,   0.327691,  -0.310013,  -0.807935,  -0.102633,  -0.067397,   0.151126,   0.784283,   0.788563,   0.168596,  -0.786695,  -0.122670,  -0.039060, 
Z Velocity[A/fs],   0.098643,  -0.277231,   0.280192,  -0.112546,  -0.229532,   0.776003,  -0.246905,  -0.858739,   0.104046,  -0.092160,   0.857531,   0.268687,  -0.775990,   0.240486,  
Speed[A/fs],   0.499180,   0.479077,   0.488605,   0.499823,   0.848422,   0.853724,   0.899674,   0.882347,   0.915902,   0.924547,   0.882052,   0.839628,   0.882682,   0.784683,  
 
r_seed=110,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.380000,  25.214000,  26.849000,  21.993000,  10.106000,  10.640000,   9.468000,   9.510000,  10.181000,  10.084000,   9.541000,   9.845000,  10.777000,  10.506000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.374160,  -0.238542,   0.224051,   0.381455,  -0.127133,  -0.377954,  -0.842606,  -0.094093,  -0.477103,   0.460789,   0.087353,   0.159030,   0.396084,   0.762043,  
