r_seed=1,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Y Velocity[A/fs],  -0.309481,   0.328148,   0.307568,  -0.316944,  -0.799188,  -0.123349,  -0.015258,   0.152014,   0.776847,   0.784366,   0.137957,  -0.820664,  -0.114246,  -0.045303, 
Z Velocity[A/fs],   0.103457,  -0.276373,   0.280562,  -0.098670,  -0.219073,   0.776755,  -0.294779,  -0.862079,   0.124090,  -0.064179,   0.862012,   0.193238,  -0.767915,   0.212441,  
Speed[A/fs],   0.496465,   0.490882,   0.472771,   0.505665,   0.838366,   0.872590,   0.892812,   0.880421,   0.920063,   0.911962,   0.877341,   0.857975,   0.871567,   0.792397,  
 
r_seed=111,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.859000,  26.255000,  25.397000,  22.492000,  10.118000,  10.497000,   9.374000,   9.387000,  10.189000,   9.966000,   9.523000,  10.077000,  10.656000,  10.478000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.366501,  -0.227587,   0.224553,   0.373721,  -0.133257,  -0.367611,  -0.850107,  -0.065636,  -0.468449,   0.428548,   0.114407,   0.127876,   0.374856,   0.758176,  
Y Velocity[A/fs],  -0.309158,   0.313452,   0.325623,  -0.319687,  -0.795497,  -0.127021,  -0.071891,   0.161467,   0.777080,   0.798486,   0.131512,  -0.798716,  -0.114567,   0.011145, 
Z Velocity[A/fs],   0.108382,  -0.299307,   0.283504,  -0.093624,  -0.277794,   0.782488,  -0.265538,  -0.872876,   0.077698,  -0.097762,   0.863328,   0.257320,  -0.770799,   0.200413,  
Speed[A/fs],   0.491577,   0.489523,   0.486651,   0.500632,   0.853079,   0.873819,   0.893511,   0.890108,   0.910678,   0.911477,   0.880749,   0.848831,   0.864739,   0.784296,  
 
r_seed=112,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.143000,  25.807000,  26.659000,  22.471000,   9.911000,  10.585000,   9.518000,   9.570000,  10.179000,  10.341000,   9.589000,  10.105000,  10.755000,  10.714000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.378440,  -0.229170,   0.225231,   0.373180,  -0.119998,  -0.368984,  -0.845543,  -0.103425,  -0.448406,   0.456153,   0.084452,   0.171682,   0.387164,   0.743357,  
Y Velocity[A/fs],  -0.307457,   0.321268,   0.308142,  -0.312832,  -0.814546,  -0.131542,  -0.055925,   0.175921,   0.781138,   0.767007,   0.172089,  -0.799189,  -0.107561,   0.005693, 
Z Velocity[A/fs],   0.096922,  -0.276761,   0.302960,  -0.123304,  -0.199008,   0.779863,  -0.287886,  -0.861086,   0.144158,  -0.166703,   0.864825,   0.247570,  -0.774386,   0.240121,  
Speed[A/fs],   0.497132,   0.482005,   0.487304,   0.502326,   0.847047,   0.872719,   0.894958,   0.884937,   0.912154,   0.907835,   0.885815,   0.854090,   0.872433,   0.781198,  
 
r_seed=113,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.559000,  25.328000,  25.999000,  22.160000,  10.052000,  10.718000,   9.264000,   9.644000,  10.217000,  10.289000,   9.716000,   9.866000,  10.679000,  10.299000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371148,  -0.232027,   0.236462,   0.378340,  -0.138136,  -0.385744,  -0.861461,  -0.091753,  -0.479478,   0.475171,   0.120421,   0.122102,   0.363036,   0.770344,  
Y Velocity[A/fs],  -0.306826,   0.326485,   0.317798,  -0.321138,  -0.794289,  -0.130662,  -0.067032,   0.177705,   0.777293,   0.770893,   0.119825,  -0.812279,  -0.101012,  -0.044097, 
Z Velocity[A/fs],   0.102841,  -0.270300,   0.278773,  -0.098209,  -0.294974,   0.773463,  -0.241410,  -0.855123,   0.097202,  -0.134634,   0.853889,   0.226698,  -0.773963,   0.191971,  
Speed[A/fs],   0.492412,   0.483209,   0.484380,   0.505881,   0.858479,   0.874138,   0.897155,   0.878198,   0.918440,   0.915527,   0.870624,   0.852114,   0.860824,   0.795128,  
 
r_seed=114,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.065000,  25.453000,  26.354000,  22.904000,   9.944000,  10.441000,   9.400000,   9.624000,  10.256000,  10.223000,   9.546000,  10.145000,  10.795000,  10.472000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.379722,  -0.235422,   0.223134,   0.366402,  -0.136010,  -0.353115,  -0.854022,  -0.097306,  -0.472959,   0.451221,   0.112597,   0.117637,   0.413376,   0.754329,  
Y Velocity[A/fs],  -0.305256,   0.325193,   0.312427,  -0.324136,  -0.806284,  -0.144411,  -0.025084,   0.101466,   0.779475,   0.776395,   0.157755,  -0.797398,  -0.113854,  -0.028046, 
Z Velocity[A/fs],   0.102781,  -0.279233,   0.289549,  -0.105470,  -0.258648,   0.787942,  -0.265211,  -0.859847,   0.094907,  -0.124604,   0.863410,   0.242769,  -0.764984,   0.219727,  
Speed[A/fs],   0.497930,   0.489025,   0.480872,   0.500438,   0.857608,   0.875441,   0.894606,   0.871263,   0.916667,   0.906596,   0.884896,   0.841795,   0.876951,   0.786180,  
 
r_seed=115,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.540000,  26.053000,  25.709000,  22.250000,   9.904000,  10.791000,   9.693000,   9.697000,   9.958000,  10.060000,   9.541000,  10.182000,  10.769000,  10.506000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371253,  -0.236849,   0.234869,   0.377514,  -0.137340,  -0.377913,  -0.830053,  -0.043778,  -0.452148,   0.451399,   0.106504,   0.113718,   0.367435,   0.752331,  
Y Velocity[A/fs],  -0.319462,   0.317557,   0.321238,  -0.316819,  -0.809854,  -0.149039,  -0.011930,   0.191023,   0.790343,   0.789640,   0.140577,  -0.791781,  -0.125719,  -0.031505, 
Z Velocity[A/fs],   0.095814,  -0.269575,   0.278873,  -0.108026,  -0.281923,   0.767820,  -0.314923,  -0.852892,   0.120424,  -0.105189,   0.862551,   0.253077,  -0.771253,   0.241333,  
Speed[A/fs],   0.499064,   0.479177,   0.485929,   0.504540,   0.868450,   0.868665,   0.887867,   0.875117,   0.918467,   0.915619,   0.880397,   0.838986,   0.863507,   0.790718,  
 
r_seed=116,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.864000,  25.617000,  25.741000,  22.955000,   9.811000,  10.671000,   9.455000,   9.423000,  10.083000,  10.168000,   9.497000,  10.115000,  10.985000,  10.624000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.365799,  -0.243143,   0.222522,   0.366255,  -0.154089,  -0.375614,  -0.846868,  -0.104394,  -0.424195,   0.464641,   0.099906,   0.136182,   0.403636,   0.741491,  
Y Velocity[A/fs],  -0.313365,   0.322237,   0.320515,  -0.315584,  -0.816691,  -0.110065,  -0.036283,   0.178678,   0.790145,   0.778283,   0.182158,  -0.795640,  -0.101825,  -0.024799, 
Z Velocity[A/fs],   0.106927,  -0.287568,   0.284497,  -0.111069,  -0.242368,   0.774661,  -0.273417,  -0.869528,   0.141485,  -0.114778,   0.864974,   0.250885,  -0.757312,   0.258238,  
Speed[A/fs],   0.493396,   0.495631,   0.482892,   0.496057,   0.865719,   0.867929,   0.890650,   0.893814,   0.907903,   0.913668,   0.889575,   0.845300,   0.864182,   0.785564,  
 
r_seed=117,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.410000,  25.616000,  25.556000,  22.823000,  10.239000,  10.643000,   9.430000,   9.690000,   9.728000,  10.237000,   9.722000,  10.210000,  10.803000,  10.533000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.373516,  -0.237329,   0.232793,   0.367515,  -0.128136,  -0.359537,  -0.849579,  -0.049327,  -0.427928,   0.484372,   0.124677,   0.119066,   0.399786,   0.752856,  
Y Velocity[A/fs],  -0.311521,   0.322710,   0.322690,  -0.317256,  -0.788556,  -0.143759,  -0.040163,   0.186350,   0.813382,   0.770629,   0.136933,  -0.789210,  -0.183855,  -0.054406, 
Z Velocity[A/fs],   0.100628,  -0.269485,   0.284263,  -0.112127,  -0.290051,   0.777870,  -0.273198,  -0.853219,   0.051663,  -0.131751,   0.855739,   0.294180,  -0.766614,   0.231130,  
Speed[A/fs],   0.496674,   0.482793,   0.489006,   0.498288,   0.849923,   0.868917,   0.893328,   0.874724,   0.920534,   0.919697,   0.875548,   0.850630,   0.883928,   0.789413,  
 
r_seed=118,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.651000,  25.829000,  26.210000,  21.725000,   9.958000,  10.510000,   9.307000,   9.685000,  10.207000,  10.190000,   9.661000,   9.963000,  10.685000,  10.280000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.368688,  -0.247372,   0.223851,   0.386341,  -0.107122,  -0.386810,  -0.852273,  -0.080359,  -0.443498,   0.481575,   0.093404,   0.154078,   0.386302,   0.764607,  
Y Velocity[A/fs],  -0.315837,   0.319528,   0.315335,  -0.308626,  -0.803734,  -0.112564,  -0.025211,   0.114902,   0.779860,   0.776144,   0.137249,  -0.802442,  -0.115704,  -0.001851, 
Z Velocity[A/fs],   0.114351,  -0.278392,   0.272720,  -0.108319,  -0.238279,   0.782265,  -0.264487,  -0.854163,   0.149060,  -0.093313,   0.854558,   0.242728,  -0.773134,   0.217946,  
Speed[A/fs],   0.498758,   0.490707,   0.473204,   0.506203,   0.845128,   0.879903,   0.892725,   0.865595,   0.909445,   0.918162,   0.870535,   0.852391,   0.871983,   0.795065,  
 
r_seed=119,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.409000,  25.761000,  25.478000,  22.602000,   9.893000,  10.754000,   9.673000,   9.679000,  10.283000,  10.384000,   9.380000,  10.263000,  10.784000,  10.586000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.372797,  -0.238732,   0.229039,   0.370929,  -0.085269,  -0.398706,  -0.832198,  -0.084943,  -0.452153,   0.493361,   0.121917,   0.155391,   0.397945,   0.748764,  
Y Velocity[A/fs],  -0.311418,   0.320470,   0.323264,  -0.314700,  -0.811551,  -0.116062,  -0.071423,   0.163625,   0.776246,   0.768405,   0.132915,  -0.784120,  -0.101626,   0.020324, 
Z Velocity[A/fs],   0.105511,  -0.275398,   0.282549,  -0.113991,  -0.227726,   0.769524,  -0.315243,  -0.856192,   0.148121,  -0.107990,   0.872412,   0.288903,  -0.770309,   0.231893,  
Speed[A/fs],   0.497083,   0.485322,   0.486613,   0.499618,   0.847198,   0.874416,   0.892767,   0.875816,   0.910462,   0.919518,   0.890861,   0.849974,   0.872963,   0.784114,  
 
r_seed=120,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.623000,  25.085000,  25.606000,  22.109000,  10.045000,  10.859000,   9.403000,   9.544000,  10.215000,   9.935000,   9.575000,  10.218000,  10.795000,  10.447000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369743,  -0.237453,   0.228448,   0.379739,  -0.113230,  -0.376585,  -0.853408,  -0.106393,  -0.461906,   0.462476,   0.098143,   0.163697,   0.384328,   0.754128,  
Y Velocity[A/fs],  -0.309570,   0.329126,   0.321915,  -0.311122,  -0.802090,  -0.173666,  -0.028282,   0.192330,   0.779644,   0.795026,   0.118399,  -0.790038,  -0.096342,   0.013673, 
Z Velocity[A/fs],   0.095564,  -0.274229,   0.277243,  -0.104989,  -0.255516,   0.766443,  -0.258777,  -0.860884,   0.132723,  -0.073448,   0.861297,   0.265795,  -0.767788,   0.238882,  
Speed[A/fs],   0.491606,   0.489806,   0.482371,   0.502017,   0.849387,   0.871442,   0.892228,   0.888500,   0.915870,   0.922683,   0.874918,   0.849472,   0.863996,   0.791176,  
 
r_seed=121,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.662000,  25.514000,  25.789000,  22.434000,  10.068000,  10.460000,   9.329000,   9.538000,  10.211000,  10.444000,   9.712000,  10.131000,  10.590000,  10.739000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.369479,  -0.238113,   0.226142,   0.374487,  -0.106763,  -0.398689,  -0.859432,  -0.096196,  -0.465777,   0.475701,   0.072056,   0.162064,   0.426258,   0.738698,  
Y Velocity[A/fs],  -0.308635,   0.324026,   0.319931,  -0.311995,  -0.796294,  -0.126954,  -0.068121,   0.154397,   0.778951,   0.764345,   0.143929,  -0.794168,  -0.103466,  -0.006616, 
Z Velocity[A/fs],   0.104067,  -0.282540,   0.280097,  -0.116486,  -0.268075,   0.782197,  -0.232162,  -0.862608,   0.115709,  -0.139446,   0.853220,   0.264942,  -0.774156,   0.258773,  
Speed[A/fs],   0.492545,   0.491446,   0.481612,   0.501149,   0.846963,   0.887075,   0.892840,   0.881581,   0.914932,   0.911021,   0.868270,   0.852738,   0.889786,   0.782740,  
 
r_seed=122,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.257000,  26.005000,  25.759000,  22.597000,  10.313000,  10.500000,   9.384000,   9.611000,  10.374000,  10.356000,   9.583000,   9.697000,  10.806000,  10.650000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.376603,  -0.231194,   0.228729,   0.371235,  -0.099111,  -0.398421,  -0.852475,  -0.119092,  -0.479244,   0.478033,   0.112602,   0.175355,   0.378966,   0.748732,  
Y Velocity[A/fs],  -0.302622,   0.317717,   0.320308,  -0.319724,  -0.781451,  -0.151399,  -0.058608,   0.150394,   0.771854,   0.774084,   0.153398,  -0.822375,  -0.113118,  -0.013889, 
Z Velocity[A/fs],   0.112709,  -0.281320,   0.283028,  -0.105151,  -0.258576,   0.781785,  -0.269359,  -0.861188,   0.090629,  -0.089076,   0.861525,   0.255331,  -0.769380,   0.228296,  
Speed[A/fs],   0.496098,   0.483256,   0.484788,   0.501095,   0.829066,   0.890420,   0.895937,   0.882296,   0.913043,   0.914143,   0.882290,   0.878774,   0.865076,   0.782886,  
 
r_seed=123,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.513000,  26.074000,  26.134000,  22.066000,   9.856000,  10.573000,   9.467000,   9.630000,   9.990000,  10.117000,   9.617000,  10.252000,  10.889000,  10.613000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371790,  -0.242612,   0.228060,   0.379817,  -0.145831,  -0.379700,  -0.846120,  -0.064283,  -0.454565,   0.456133,   0.105519,   0.138440,   0.406446,   0.751668,  
Y Velocity[A/fs],  -0.314456,   0.317365,   0.315827,  -0.314984,  -0.814793,  -0.105589,  -0.001848,   0.213031,   0.792500,   0.782740,   0.207020,  -0.791090,  -0.144525,  -0.002815, 
Z Velocity[A/fs],   0.103583,  -0.275272,   0.276266,  -0.108292,  -0.226392,   0.778805,  -0.271796,  -0.855970,   0.095202,  -0.120871,   0.856716,   0.239701,  -0.764579,   0.231770,  
Speed[A/fs],   0.497835,   0.485134,   0.477578,   0.505176,   0.858142,   0.872845,   0.888704,   0.884420,   0.918558,   0.913974,   0.887668,   0.838121,   0.877876,   0.786594,  
 
r_seed=124,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9266099532,    3.9140835550,    3.8563755248,    3.9516147829,    0.9992713979,    0.9994498161,    0.9984203040,    0.9996101127,    0.9982883018,    0.9996542989,    0.9991116732,    0.9985516796,    0.9996795638,    0.8989737733,  
Time[fs],  22.508000,  25.446000,  25.824000,  22.590000,  10.000000,  10.501000,   9.499000,   9.698000,  10.317000,   9.923000,   9.509000,  10.342000,  10.708000,  10.352000,  
Charge Sum,   25.5396947371, 
X Velocity[A/fs],  -0.371194,  -0.235515,   0.239592,   0.371287,  -0.114540,  -0.380009,  -0.846164,  -0.073973,  -0.479275,   0.448928,   0.085030,   0.122313,   0.383129,   0.763256,  
Y Velocity[A/fs],  -0.311787,   0.324219,   0.319772,  -0.321816,  -0.810141,  -0.112995,  -0.039378,   0.180501,   0.772873,   0.793826,   0.157358,  -0.781835,  -0.112520,  -0.027226, 
Z Velocity[A/fs],   0.107127,  -0.268263,   0.280194,  -0.103988,  -0.212096,   0.784977,  -0.272293,  -0.853625,   0.115497,  -0.114433,   0.862890,   0.270930,  -0.771182,   0.207096,  
Speed[A/fs],   0.496460,   0.482235,   0.488024,   0.502228,   0.845241,   0.879411,   0.889768,   0.875630,   0.916721,   0.919126,   0.881233,   0.836438,   0.868430,   0.791321,  
