C4H10_14r45,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Time[fs],  70.550000,  76.650000,  65.089000,  69.124000,  28.806000,  29.412000,  26.763000,  28.075000,  29.076000,  29.363000,  28.026000,  28.556000,  30.183000,  27.161000,  
Charge Sum,   17.3204104235, 
X Velocity[A/fs],  -0.167283,  -0.104403,   0.107651,   0.171291,  -0.290798,  -0.462759,  -0.865785,  -0.071695,  -0.572093,   0.522161,   0.052013,   0.197075,   0.485579,   0.814883,  
Y Velocity[A/fs],  -0.137600,   0.139392,   0.179491,  -0.152709,  -0.755450,  -0.195193,  -0.027941,   0.140388,   0.720699,   0.709032,   0.285027,  -0.772386,  -0.273969,  -0.064198, 
Z Velocity[A/fs],   0.079160,  -0.137903,   0.121234,  -0.045470,  -0.361011,   0.747973,  -0.140160,  -0.865486,   0.037829,  -0.209068,   0.846653,   0.352503,  -0.711143,   0.241904,  
Speed[A/fs],   0.230616,   0.222143,   0.241875,   0.233940,   0.886340,   0.900950,   0.877501,   0.879725,   0.920939,   0.905035,   0.894856,   0.871595,   0.903643,   0.852451,  
 
C4H10_14r24,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.7251946926,    1.8935606480,    1.9830274582,    2.0256088972,    0.9996707860,    0.9969519272,    0.9578601643,    0.9986894218,    0.9965790799,    0.9976244855,    0.9975827008,    0.9989457957,    0.9997929546,    0.9998749044,  
Time[fs],  66.405000,  70.048000,  70.100000,  68.040000,  28.464000,  29.500000,  26.830000,  27.851000,  29.590000,  28.366000,  28.077000,  28.969000,  29.582000,  26.788000,  
Charge Sum,   17.5709639163, 
X Velocity[A/fs],  -0.178039,  -0.125414,   0.117743,   0.172801,  -0.203927,  -0.422565,  -0.864611,  -0.132306,  -0.594687,   0.461731,   0.078480,   0.265666,   0.423092,   0.843448,  
Y Velocity[A/fs],  -0.146703,   0.161044,   0.161465,  -0.156199,  -0.791463,  -0.296646,  -0.114335,   0.270390,   0.692924,   0.764449,   0.182365,  -0.752884,  -0.201238,   0.013672, 
Z Velocity[A/fs],   0.016971,  -0.146809,   0.157832,  -0.051824,  -0.346491,   0.742645,  -0.096303,  -0.850003,   0.168389,  -0.075241,   0.868566,   0.394366,  -0.743595,   0.086965,  
Speed[A/fs],   0.231317,   0.251430,   0.254648,   0.238629,   0.887725,   0.904479,   0.877439,   0.901732,   0.928521,   0.896236,   0.890967,   0.890470,   0.878884,   0.848030,  
 
C4H10_14r12,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8374788761,    1.7174088955,    1.6569612026,    1.8815002441,    0.9993600173,    0.9934976641,    0.9590263925,    0.9992804876,    0.9998078955,    0.9995965921,    0.9968922730,    0.9967575830,    0.9996355748,    0.9999301874,  
Time[fs],  69.331000,  69.096000,  68.856000,  67.663000,  28.189000,  29.909000,  26.943000,  28.262000,  28.821000,  29.807000,  28.191000,  28.656000,  29.917000,  27.057000,  
Charge Sum,   17.0371338856, 
X Velocity[A/fs],  -0.162294,  -0.122610,   0.100878,   0.173973,  -0.200093,  -0.511897,  -0.857144,  -0.059625,  -0.525925,   0.579159,   0.086843,   0.199961,   0.447447,   0.828622,  
Y Velocity[A/fs],  -0.162276,   0.163883,   0.163641,  -0.138406,  -0.810482,  -0.173741,  -0.013782,   0.168604,   0.740941,   0.686828,   0.194744,  -0.778568,  -0.235753,  -0.089677, 
Z Velocity[A/fs],   0.014229,  -0.113912,   0.124315,  -0.026743,  -0.282147,   0.727190,  -0.219251,  -0.856534,   0.113945,  -0.116102,   0.850806,   0.344033,  -0.736431,   0.194610,  
Speed[A/fs],   0.229946,   0.234237,   0.228930,   0.223915,   0.881207,   0.906107,   0.884849,   0.875005,   0.915737,   0.905891,   0.877119,   0.874363,   0.893375,   0.855880,  
 
C4H10_14r34,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9329955578,    1.9063045979,    1.7209875584,    1.8579251766,    0.9995007062,    0.9977474643,    0.9767205324,    0.9995538251,    0.9976497311,    0.9997072657,    0.9986090927,    0.9979170964,    0.9977319278,    0.9933547936,  
Time[fs],  66.936000,  69.278000,  72.364000,  64.647000,  28.491000,  30.344000,  27.087000,  27.998000,  30.087000,  29.688000,  27.963000,  28.779000,  30.525000,  27.599000,  
Charge Sum,   17.3767053259, 
X Velocity[A/fs],  -0.176769,  -0.096122,   0.109795,   0.183936,  -0.206056,  -0.541281,  -0.842219,  -0.146495,  -0.625328,   0.557644,   0.017799,   0.080540,   0.552737,   0.797251,  
Y Velocity[A/fs],  -0.147252,   0.164630,   0.152277,  -0.143093,  -0.782777,  -0.217262,  -0.124414,   0.249398,   0.673850,   0.687869,   0.229821,  -0.804548,  -0.197948,  -0.100594, 
Z Velocity[A/fs],   0.021161,  -0.146988,   0.145825,  -0.034259,  -0.376238,   0.702839,  -0.224805,  -0.851208,   0.176237,  -0.191605,   0.858063,   0.344988,  -0.685316,   0.315168,  
Speed[A/fs],   0.231037,   0.240724,   0.237714,   0.235545,   0.892611,   0.913330,   0.880539,   0.899008,   0.936038,   0.906004,   0.888486,   0.879091,   0.902419,   0.863168,  
 
C4H10_14r29,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9553732872,    1.6090478897,    1.6186563969,    2.1975642443,    0.9997101785,    0.9997311677,    0.9887079680,    0.9997359951,    0.9982011017,    0.9998657832,    0.9985668551,    0.9991524777,    0.9996690758,    0.9999404228,  
Time[fs],  66.784000,  69.137000,  72.543000,  69.188000,  27.976000,  30.761000,  27.371000,  28.221000,  29.113000,  29.513000,  28.066000,  29.044000,  29.195000,  27.187000,  
Charge Sum,   17.3639228435, 
X Velocity[A/fs],  -0.179357,  -0.107514,   0.099134,   0.171141,  -0.208331,  -0.601626,  -0.832386,  -0.103619,  -0.555723,   0.547680,   0.144842,   0.253050,   0.419506,   0.817864,  
Y Velocity[A/fs],  -0.140335,   0.163598,   0.143697,  -0.134864,  -0.833955,  -0.146970,  -0.094309,   0.215378,   0.714597,   0.701197,   0.100255,  -0.755282,  -0.165989,  -0.128886, 
Z Velocity[A/fs],   0.032249,  -0.133704,   0.157779,  -0.076723,  -0.168177,   0.670024,  -0.306871,  -0.856193,   0.144754,  -0.179222,   0.863004,   0.359747,  -0.764966,   0.147060,  
Speed[A/fs],   0.230006,   0.237066,   0.235309,   0.231007,   0.875880,   0.912407,   0.892149,   0.888927,   0.916750,   0.907608,   0.880799,   0.874015,   0.888093,   0.840916,  
 
C4H10_14r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1101627350,    1.5696241856,    1.7378773689,    1.8458073139,    0.9995600916,    0.9974854137,    0.9820935745,    0.9995441755,    0.9998978094,    0.9993142594,    0.9969453779,    0.9972002106,    0.9971678632,    0.9998313001,  
Time[fs],  67.996000,  78.852000,  78.439000,  71.992000,  28.502000,  29.062000,  27.362000,  28.174000,  28.608000,  29.040000,  28.278000,  28.501000,  28.822000,  26.982000,  
Charge Sum,   17.2325116794, 
X Velocity[A/fs],  -0.173114,  -0.123457,   0.117136,   0.158278,  -0.242313,  -0.482497,  -0.836811,  -0.197415,  -0.510107,   0.530982,   0.194080,   0.241817,   0.413471,   0.824997,  
Y Velocity[A/fs],  -0.135593,   0.135063,   0.137415,  -0.127247,  -0.799659,  -0.066806,  -0.154307,   0.202178,   0.736907,   0.713658,   0.046574,  -0.795529,  -0.078215,  -0.086779, 
Z Velocity[A/fs],   0.090804,  -0.136027,   0.137111,  -0.092512,  -0.250020,   0.772239,  -0.213950,  -0.840471,   0.122749,  -0.023090,   0.850914,   0.234813,  -0.766964,   0.102564,  
Speed[A/fs],   0.237906,   0.228007,   0.226723,   0.223164,   0.872170,   0.913028,   0.877404,   0.886702,   0.904604,   0.889822,   0.874009,   0.863990,   0.874819,   0.835865,  
 
C4H10_14r23,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.6984257698,    1.7295935154,    1.7523818016,    1.9841654301,    0.9990986377,    0.9971708786,    0.9646321014,    0.9995925972,    0.9979586876,    0.9998344257,    0.9986336138,    0.9967200982,    0.9998774467,    0.9960956511,  
Time[fs],  69.487000,  72.632000,  70.621000,  63.625000,  28.628000,  29.918000,  26.812000,  28.170000,  29.045000,  30.085000,  28.008000,  28.783000,  30.374000,  27.933000,  
Charge Sum,   17.1141806548, 
X Velocity[A/fs],  -0.166669,  -0.121132,   0.081084,   0.190091,  -0.293774,  -0.483483,  -0.862568,  -0.058779,  -0.528160,   0.587498,   0.057928,   0.086668,   0.551863,   0.780668,  
Y Velocity[A/fs],  -0.141021,   0.151589,   0.160436,  -0.144807,  -0.767447,  -0.261279,  -0.008022,   0.244284,   0.725669,   0.672230,   0.175385,  -0.832975,  -0.170681,  -0.155666, 
Z Velocity[A/fs],   0.016667,  -0.142773,   0.130642,  -0.012762,  -0.383970,   0.720657,  -0.166472,  -0.854725,   0.154536,  -0.122602,   0.862127,   0.134480,  -0.689962,   0.331590,  
Speed[A/fs],   0.218960,   0.240907,   0.222220,   0.239304,   0.907034,   0.906294,   0.878522,   0.890890,   0.910730,   0.901154,   0.881691,   0.848201,   0.899851,   0.862337,  
 
C4H10_14r35,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    2.1986999512,    1.4515993595,    2.0062289238,    1.8378522396,    0.9996470168,    0.9978032017,    0.9717618469,    0.9984238102,    0.9980368235,    0.9997630662,    0.9983439996,    0.9972224850,    0.9984174469,    0.9872745462,  
Time[fs],  66.792000,  74.732000,  67.709000,  69.461000,  28.606000,  29.059000,  26.890000,  27.943000,  29.400000,  30.044000,  28.155000,  28.062000,  30.540000,  28.483000,  
Charge Sum,   17.4410747170, 
X Velocity[A/fs],  -0.179053,  -0.123703,   0.104802,   0.166315,  -0.309460,  -0.444811,  -0.859813,  -0.088301,  -0.565686,   0.595310,   0.156251,   0.164570,   0.622609,   0.749075,  
Y Velocity[A/fs],  -0.134509,   0.135342,   0.170333,  -0.130231,  -0.773108,  -0.191485,  -0.076832,   0.186919,   0.711387,   0.674723,   0.172359,  -0.837950,  -0.055697,  -0.248645, 
Z Velocity[A/fs],   0.083583,  -0.151039,   0.142750,  -0.070571,  -0.290683,   0.769312,  -0.178553,  -0.862820,   0.177151,  -0.150847,   0.860154,  -0.001101,  -0.659887,   0.353314,  
Speed[A/fs],   0.239037,   0.237556,   0.245711,   0.222713,   0.882020,   0.909046,   0.881512,   0.887239,   0.925988,   0.912359,   0.891059,   0.853958,   0.908953,   0.864736,  
 
C4H10_14r15,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9786007404,    1.9131431580,    1.8669347763,    2.1428974867,    0.9968340907,    0.9995826406,    0.9146819189,    0.9988605981,    0.9965758349,    0.9955544951,    0.9967974441,    0.9963203694,    0.9997743726,    0.9997967012,  
Time[fs],  66.677000,  70.031000,  63.652000,  66.920000,  29.322000,  28.410000,  26.637000,  28.040000,  29.221000,  28.798000,  28.178000,  27.904000,  30.019000,  26.872000,  
Charge Sum,   17.7963546271, 
X Velocity[A/fs],  -0.178062,  -0.132136,   0.115076,   0.177126,  -0.315090,  -0.300684,  -0.884344,  -0.130811,  -0.574667,   0.511402,   0.044031,   0.160961,   0.504716,   0.834914,  
Y Velocity[A/fs],  -0.136161,   0.138702,   0.186856,  -0.171745,  -0.743061,  -0.291939,  -0.011366,   0.121548,   0.718268,   0.741896,   0.233731,  -0.840255,  -0.210237,  -0.079466, 
Z Velocity[A/fs],   0.090007,  -0.168363,   0.120862,  -0.020496,  -0.413833,   0.810993,  -0.058889,  -0.881052,   0.160705,  -0.140433,   0.862514,   0.239811,  -0.716132,   0.169073,  
Speed[A/fs],   0.241551,   0.255038,   0.250530,   0.247568,   0.907016,   0.912880,   0.886376,   0.898965,   0.933797,   0.911955,   0.894706,   0.888508,   0.900990,   0.855559,  
 
C4H10_14r13,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9207403660,    2.0560340881,    1.6310386658,    2.0457013845,    0.9991095936,    0.9948110408,    0.9860206414,    0.9994861090,    0.9956118879,    0.9963696867,    0.9979769464,    0.9971981789,    0.9996579223,    0.9926729435,  
Time[fs],  68.817000,  65.335000,  70.727000,  69.702000,  28.283000,  29.915000,  27.069000,  28.223000,  29.863000,  28.533000,  28.123000,  28.262000,  30.063000,  27.549000,  
Charge Sum,   17.6124294549, 
X Velocity[A/fs],  -0.170389,  -0.118028,   0.116211,   0.167693,  -0.245336,  -0.495869,  -0.846711,  -0.107069,  -0.585740,   0.467477,   0.095142,   0.174522,   0.588477,   0.803651,  
Y Velocity[A/fs],  -0.158897,   0.181037,   0.126963,  -0.143103,  -0.795219,  -0.250240,  -0.102463,   0.287157,   0.686044,   0.771041,   0.073800,  -0.837512,  -0.026176,  -0.120345, 
Z Velocity[A/fs],   0.032667,  -0.130334,   0.164968,  -0.100706,  -0.332069,   0.729193,  -0.252293,  -0.846771,   0.227211,  -0.051502,   0.871129,   0.170726,  -0.685431,   0.258677,  
Speed[A/fs],   0.235261,   0.252372,   0.238410,   0.242366,   0.896009,   0.916640,   0.889421,   0.900524,   0.930254,   0.903156,   0.879412,   0.872371,   0.903773,   0.852790,  
 
C4H10_14r41,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.8936512470,    1.6673297882,    1.6419644356,    1.9632663727,    0.9961003023,    0.9967967896,    0.9840100314,    0.9993258872,    0.9956809296,    0.9991855096,    0.9976912360,    0.9963880079,    0.9969730696,    0.9912871504,  
Time[fs],  67.675000,  76.419000,  73.056000,  65.866000,  29.041000,  29.305000,  27.164000,  28.406000,  29.582000,  28.985000,  28.308000,  28.298000,  30.859000,  28.556000,  
Charge Sum,   17.1196507572, 
X Velocity[A/fs],  -0.173920,  -0.111723,   0.094596,   0.180903,  -0.315017,  -0.493413,  -0.844538,  -0.074126,  -0.566234,   0.504952,   0.054016,   0.150936,   0.623175,   0.745161,  
Y Velocity[A/fs],  -0.131521,   0.138232,   0.152766,  -0.141190,  -0.761644,  -0.115602,  -0.087020,   0.140106,   0.701709,   0.724250,   0.186301,  -0.839988,  -0.044955,  -0.256434, 
Z Velocity[A/fs],   0.074981,  -0.147467,   0.131379,  -0.029839,  -0.334908,   0.756101,  -0.252730,  -0.854940,   0.064250,  -0.046949,   0.853648,   0.047789,  -0.652516,   0.371484,  
Speed[A/fs],   0.230582,   0.230947,   0.222590,   0.231411,   0.889663,   0.910225,   0.885826,   0.869510,   0.903960,   0.884149,   0.875409,   0.854778,   0.903408,   0.871220,  
 
C4H10_14r25,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    1.9437036514,    2.0173685551,    1.4776885509,    1.8754525185,    0.9992241099,    0.9997842175,    0.9760336075,    0.9996748671,    0.9985319328,    0.9988465625,    0.9992044558,    0.9991890198,    0.9998834938,    0.9999694837,  
Time[fs],  68.725000,  69.332000,  73.458000,  67.153000,  30.034000,  30.613000,  26.683000,  28.223000,  29.500000,  28.828000,  27.927000,  28.009000,  30.030000,  27.110000,  
Charge Sum,   17.2845550263, 
X Velocity[A/fs],  -0.169657,  -0.106030,   0.089767,   0.175579,  -0.273800,  -0.465683,  -0.876384,   0.009383,  -0.590341,   0.518129,   0.037090,   0.111000,   0.510661,   0.819481,  
Y Velocity[A/fs],  -0.155695,   0.164407,   0.148033,  -0.147277,  -0.677803,  -0.384576,   0.011699,   0.297821,   0.700903,   0.735094,   0.149835,  -0.831443,  -0.179898,  -0.060247, 
Z Velocity[A/fs],   0.040990,  -0.147667,   0.143511,  -0.011984,  -0.545111,   0.692421,  -0.093635,  -0.842698,   0.106047,  -0.026848,   0.873056,   0.266234,  -0.710656,   0.223501,  
Speed[A/fs],   0.233890,   0.245108,   0.224872,   0.229483,   0.911882,   0.918808,   0.881450,   0.893827,   0.922504,   0.899745,   0.886596,   0.880056,   0.893404,   0.851546,  
 
