C4H10_28r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9345680326,    3.9281829000,    3.7969069779,    3.9301127717,    0.9995185555,    0.9993117931,    0.9986360412,    0.9995438371,    0.9974031798,    0.9993518792,    0.9989636679,    0.9998512693,    0.9994411450,    0.8791821748,  
Time[fs],  41.848000,  43.300000,  47.386000,  43.604000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.4609742251, 
X Velocity[A/fs],  -0.351071,  -0.237746,   0.224218,   0.324788,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.293249,   0.324745,   0.269949,  -0.278816,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.060193,  -0.253282,   0.291184,  -0.119522,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.461377,   0.475536,   0.455998,   0.444422,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r34,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9121782482,    3.9169879779,    3.8193501979,    3.9587211534,    0.9996005881,    0.9995343871,    0.9988190226,    0.9996138384,    0.9997437300,    0.9991231228,    0.9991505920,    0.9977059371,    0.9999680232,    0.9828155097,  
Time[fs],  41.958000,  44.261000,  45.690000,  41.764000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.5833123283, 
X Velocity[A/fs],  -0.350161,  -0.214546,   0.211697,   0.347532,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.289783,   0.311686,   0.294048,  -0.288202,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.035433,  -0.275844,   0.277620,  -0.055808,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.455897,   0.468261,   0.456457,   0.454921,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r30,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9477739707,    3.9049322084,    3.8789169863,    3.9628658071,    0.9996107601,    0.9995603964,    0.9985003733,    0.9995921597,    0.9981081341,    0.9999740354,    0.9989060122,    0.9998390516,    0.9999787422,    0.9065856114,  
Time[fs],  41.930000,  44.354000,  44.571000,  42.285000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.5951442489, 
X Velocity[A/fs],  -0.350931,  -0.249937,   0.195235,   0.340066,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.308126,   0.308964,   0.307164,  -0.282685,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.040618,  -0.269068,   0.265591,  -0.040087,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.468769,   0.479921,   0.450560,   0.444029,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r24,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8970864341,    3.9410835281,    3.8647301793,    3.9416361526,    0.9990836533,    0.9992328109,    0.9987092024,    0.9995619569,    0.9981904209,    0.9999231768,    0.9990060740,    0.9998890971,    0.9995377199,    0.8860429004,  
Time[fs],  42.442000,  44.504000,  46.330000,  43.242000,   0.000000,  25.097000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.5237133067, 
X Velocity[A/fs],  -0.344358,  -0.251178,   0.216561,   0.330033,   0.000000,  -0.768344,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.294313,   0.308665,   0.289320,  -0.279877,   0.000000,  -0.079891,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.078702,  -0.275166,   0.278651,  -0.100070,   0.000000,   0.854472,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.459779,   0.483818,   0.456345,   0.444147,   0.000000,   1.151893,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r48,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9191467836,    3.9027650580,    3.8443429917,    3.9567294493,    0.9989962726,    0.9999846441,    0.9987460673,    0.9996738218,    0.9981178209,    0.9999084327,    0.9994119633,    0.9986754888,    0.9999729749,    0.8583898842,  
Time[fs],  42.672000,  43.825000,  46.341000,  42.456000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.4748616533, 
X Velocity[A/fs],  -0.342365,  -0.219886,   0.208944,   0.339688,   0.000000,  -0.673109,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.294038,   0.317599,   0.288387,  -0.296581,   0.000000,  -0.339886,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.035904,  -0.264106,   0.290318,  -0.050393,   0.000000,   0.881952,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.452726,   0.467943,   0.459466,   0.453748,   0.000000,   1.160361,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r4,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9338993356,    3.8806342185,    3.9036933035,    3.9263352677,    0.9995873429,    0.9995864859,    0.9986232880,    0.9996047726,    0.9971260324,    0.9999304799,    0.9991068072,    0.9996673324,    0.9994244375,    0.8464672267,  
Time[fs],  41.618000,  45.355000,  44.298000,  43.667000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.139000,   0.000000,  
Charge Sum,   25.4836863307, 
X Velocity[A/fs],  -0.357736,  -0.223661,   0.221395,   0.325163,   0.000000,  -0.673109,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.735485,   0.000000,  
Y Velocity[A/fs],  -0.293126,   0.301874,   0.314072,  -0.311775,   0.000000,  -0.339886,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.088608,   0.000000, 
Z Velocity[A/fs],   0.055445,  -0.277876,   0.251820,  -0.041908,   0.000000,   0.881952,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.868223,   0.000000,  
Speed[A/fs],   0.465803,   0.467298,   0.459424,   0.452428,   0.000000,   1.160361,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.141316,   0.000000,  
 
C4H10_28r21,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8894263804,    3.9289818406,    3.8590881974,    3.9315932542,    0.9993627865,    0.9993579749,    0.9983892607,    0.9994787309,    0.9976839893,    0.9999088396,    0.9991349424,    0.9969952039,    0.9993000103,    0.8714701980,  
Time[fs],  41.898000,  45.339000,  45.039000,  42.835000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.4701716092, 
X Velocity[A/fs],  -0.352878,  -0.251664,   0.209637,   0.333112,   0.000000,  -0.673109,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.679877,   0.000000,  
Y Velocity[A/fs],  -0.292740,   0.299616,   0.304346,  -0.298250,   0.000000,  -0.339886,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.175740,   0.000000, 
Z Velocity[A/fs],   0.073129,  -0.272669,   0.260199,  -0.049923,   0.000000,   0.881952,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.890497,   0.000000,  
Speed[A/fs],   0.464292,   0.476920,   0.451971,   0.449899,   0.000000,   1.160361,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.134064,   0.000000,  
 
C4H10_28r15,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9541128203,    3.9438611865,    3.8373557031,    3.9551440403,    0.9995545825,    0.9987510565,    0.9984076141,    0.9996851644,    0.9985586090,    0.9999231239,    0.9992513894,    0.9985795462,    0.9999821649,    0.9184034616,  
Time[fs],  42.563000,  46.331000,  43.746000,  43.507000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.6015704627, 
X Velocity[A/fs],  -0.342252,  -0.250970,   0.224197,   0.324756,   0.000000,  -0.673109,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.679877,   0.000000,  
Y Velocity[A/fs],  -0.266600,   0.268821,   0.320797,  -0.307396,   0.000000,  -0.339886,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.175740,   0.000000, 
Z Velocity[A/fs],   0.157410,  -0.302339,   0.233905,  -0.059655,   0.000000,   0.881952,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.890497,   0.000000,  
Speed[A/fs],   0.461508,   0.476087,   0.455946,   0.451129,   0.000000,   1.160361,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.134064,   0.000000,  
 
C4H10_28r40,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9295341149,    3.8950134665,    3.9001329020,    3.9468243793,    0.9985819322,    0.9993141644,    0.9986543736,    0.9995782445,    0.9979365536,    0.9992408117,    0.9992607630,    0.9980765425,    0.9999770522,    0.8359143436,  
Time[fs],  40.603000,  45.888000,  43.693000,  43.966000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.4980396438, 
X Velocity[A/fs],  -0.372727,  -0.211507,   0.209265,   0.319515,   0.000000,  -0.673109,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.679877,   0.000000,  
Y Velocity[A/fs],  -0.284978,   0.294907,   0.318216,  -0.306042,   0.000000,  -0.339886,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.175740,   0.000000, 
Z Velocity[A/fs],   0.055149,  -0.283644,   0.279903,  -0.032782,   0.000000,   0.881952,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.890497,   0.000000,  
Speed[A/fs],   0.472419,   0.460608,   0.472652,   0.443651,   0.000000,   1.160361,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.134064,   0.000000,  
 
C4H10_28r25,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9380134530,    3.8560274690,    3.7944064885,    3.9187521264,    0.9987542250,    0.9999844744,    0.9983681234,    0.9995026135,    0.9982284111,    0.9999187380,    0.9989733043,    0.9979654660,    0.9999707541,    0.8382603675,  
Time[fs],  41.846000,  45.091000,  46.151000,  42.730000,   0.000000,  25.025000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.3371260143, 
X Velocity[A/fs],  -0.351935,  -0.222624,   0.201264,   0.334918,   0.000000,  -0.593905,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.679877,   0.000000,  
Y Velocity[A/fs],  -0.293627,   0.303013,   0.291091,  -0.294627,   0.000000,  -0.423374,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.175740,   0.000000, 
Z Velocity[A/fs],   0.058921,  -0.268925,   0.282689,  -0.048758,   0.000000,   0.888236,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.890497,   0.000000,  
Speed[A/fs],   0.462111,   0.462276,   0.452940,   0.448724,   0.000000,   1.149318,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.134064,   0.000000,  
 
C4H10_28r14,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9059521407,    3.9145312160,    3.8766456842,    3.9776428360,    0.9984984527,    0.9993945899,    0.9986862371,    0.9996354088,    0.9988898004,    0.9999120487,    0.9990904509,    0.9977970147,    0.9999695975,    0.8417016864,  
Time[fs],  42.621000,  45.259000,  45.290000,  42.243000,   0.000000,  25.025000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.5083471641, 
X Velocity[A/fs],  -0.341794,  -0.238048,   0.204132,   0.341574,   0.000000,  -0.593905,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.679877,   0.000000,  
Y Velocity[A/fs],  -0.305709,   0.302240,   0.299291,  -0.297009,   0.000000,  -0.423374,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.175740,   0.000000, 
Z Velocity[A/fs],   0.044952,  -0.272513,   0.272257,  -0.045993,   0.000000,   0.888236,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.890497,   0.000000,  
Speed[A/fs],   0.460762,   0.471465,   0.453177,   0.454975,   0.000000,   1.149318,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.134064,   0.000000,  
 
