r_seed=1,   C[0],   C[1],   H[2],   H[3],  
Time[fs],  36.920000,  37.133000,   7.865000,   7.651000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191469,   0.190621,  -0.830201,   0.844533,  
Y Velocity[A/fs],   0.008136,   0.001790,  -0.012523,  -0.061602, 
Z Velocity[A/fs],  -0.010249,   0.012838,  -0.012706,  -0.004332,  
Speed[A/fs],   0.191916,   0.191061,   0.830393,   0.846788,  
 
r_seed=104,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.751000,  38.460000,   7.805000,   7.814000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198033,   0.184794,  -0.833806,   0.840220,  
Y Velocity[A/fs],   0.003794,  -0.002885,   0.000374,   0.009757, 
Z Velocity[A/fs],  -0.001710,   0.012127,   0.003270,  -0.050789,  
Speed[A/fs],   0.198076,   0.185214,   0.833813,   0.841811,  
 
r_seed=105,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.555000,  37.561000,   7.858000,   7.714000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193552,   0.188698,  -0.830043,   0.843971,  
Y Velocity[A/fs],   0.011721,  -0.009205,   0.007381,  -0.045444, 
Z Velocity[A/fs],   0.000572,   0.005480,  -0.056020,   0.014418,  
Speed[A/fs],   0.193907,   0.189002,   0.831964,   0.845316,  
 
r_seed=106,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.415000,  36.740000,   7.910000,   7.667000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189269,   0.192648,  -0.828023,   0.848026,  
Y Velocity[A/fs],  -0.011096,   0.014518,   0.002830,  -0.017055, 
Z Velocity[A/fs],  -0.008973,  -0.007742,   0.014648,  -0.000873,  
Speed[A/fs],   0.189806,   0.193349,   0.828157,   0.848198,  
 
r_seed=107,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.391000,  37.565000,   7.858000,   7.636000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194325,   0.188825,  -0.830507,   0.842459,  
Y Velocity[A/fs],  -0.007577,   0.003159,   0.048839,   0.034955, 
Z Velocity[A/fs],  -0.000909,   0.004101,   0.035290,  -0.018102,  
Speed[A/fs],   0.194475,   0.188896,   0.832690,   0.843378,  
 
r_seed=108,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.443000,  36.578000,   7.827000,   7.659000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.188703,   0.192786,  -0.827831,   0.851396,  
Y Velocity[A/fs],  -0.005086,  -0.000430,   0.023663,  -0.005979, 
Z Velocity[A/fs],  -0.003155,   0.008147,  -0.014211,   0.007652,  
Speed[A/fs],   0.188798,   0.192958,   0.828291,   0.851451,  
 
r_seed=109,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.951000,  38.131000,   7.833000,   7.704000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196520,   0.186064,  -0.833280,   0.840680,  
Y Velocity[A/fs],  -0.002844,  -0.009486,   0.044435,   0.030553, 
Z Velocity[A/fs],  -0.008901,   0.005983,   0.018438,  -0.029029,  
Speed[A/fs],   0.196742,   0.186401,   0.834667,   0.841736,  
 
r_seed=110,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.365000,  37.520000,   7.761000,   7.653000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194418,   0.188744,  -0.830116,   0.843849,  
Y Velocity[A/fs],  -0.000723,   0.007332,  -0.045485,  -0.013950, 
Z Velocity[A/fs],   0.000073,   0.005543,  -0.019160,   0.019550,  
Speed[A/fs],   0.194420,   0.188968,   0.831582,   0.844191,  
 
r_seed=111,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.373000,  36.782000,   7.876000,   7.707000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189568,   0.192414,  -0.827263,   0.847285,  
Y Velocity[A/fs],  -0.007553,   0.002322,   0.016980,   0.009550, 
Z Velocity[A/fs],   0.005757,  -0.020168,   0.004681,   0.051746,  
Speed[A/fs],   0.189806,   0.193482,   0.827451,   0.848918,  
 
r_seed=112,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.228000,  37.809000,   7.797000,   7.711000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195177,   0.187463,  -0.830555,   0.841911,  
Y Velocity[A/fs],   0.006618,  -0.004098,  -0.015114,  -0.009794, 
Z Velocity[A/fs],  -0.011266,   0.010263,   0.053046,  -0.055108,  
Speed[A/fs],   0.195614,   0.187788,   0.832385,   0.843769,  
 
r_seed=113,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.300000,  36.722000,   7.865000,   7.632000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189376,   0.192262,  -0.828978,   0.849288,  
Y Velocity[A/fs],   0.000721,   0.007902,  -0.019069,   0.000970, 
Z Velocity[A/fs],  -0.001407,   0.009754,  -0.022113,   0.021578,  
Speed[A/fs],   0.189382,   0.192672,   0.829492,   0.849563,  
 
r_seed=114,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.741000,  38.317000,   7.734000,   7.770000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197933,   0.185214,  -0.833158,   0.840688,  
Y Velocity[A/fs],   0.005527,   0.002562,  -0.008337,  -0.046015, 
Z Velocity[A/fs],  -0.004566,   0.004779,   0.018053,  -0.007943,  
Speed[A/fs],   0.198063,   0.185293,   0.833396,   0.841984,  
 
r_seed=115,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.030000,  37.089000,   7.854000,   7.677000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.190773,   0.190521,  -0.830100,   0.847681,  
Y Velocity[A/fs],  -0.012177,   0.000304,   0.006471,   0.012860, 
Z Velocity[A/fs],  -0.010437,   0.011976,  -0.023529,  -0.023973,  
Speed[A/fs],   0.191446,   0.190897,   0.830458,   0.848117,  
 
r_seed=116,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.589000,  38.559000,   7.855000,   7.830000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.199862,   0.185315,  -0.831859,   0.837083,  
Y Velocity[A/fs],  -0.000376,   0.001910,   0.003051,   0.013803, 
Z Velocity[A/fs],   0.000800,  -0.009092,   0.024907,  -0.011519,  
Speed[A/fs],   0.199864,   0.185548,   0.832238,   0.837276,  
 
r_seed=117,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.101000,  38.145000,   7.831000,   7.769000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195690,   0.185769,  -0.833371,   0.843383,  
Y Velocity[A/fs],  -0.009026,   0.008218,   0.024249,  -0.004721, 
Z Velocity[A/fs],  -0.009428,   0.011137,   0.028201,  -0.035212,  
Speed[A/fs],   0.196125,   0.186284,   0.834200,   0.844131,  
 
r_seed=118,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.963000,  37.963000,   7.807000,   7.659000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196955,   0.187325,  -0.830990,   0.839351,  
Y Velocity[A/fs],  -0.003851,   0.001211,  -0.021136,   0.032139, 
Z Velocity[A/fs],   0.011477,  -0.001279,  -0.036358,  -0.021028,  
Speed[A/fs],   0.197327,   0.187333,   0.832053,   0.840229,  
 
r_seed=119,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.582000,  38.603000,   7.836000,   7.753000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198650,   0.184110,  -0.835385,   0.838768,  
Y Velocity[A/fs],  -0.005581,   0.005633,   0.040631,   0.006970, 
Z Velocity[A/fs],   0.000040,   0.001929,   0.012296,  -0.042581,  
Speed[A/fs],   0.198729,   0.184206,   0.836463,   0.839877,  
 
r_seed=120,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.726000,  37.260000,   7.785000,   7.660000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192473,   0.189827,  -0.829617,   0.845944,  
Y Velocity[A/fs],  -0.005304,   0.013341,   0.023880,   0.015458, 
Z Velocity[A/fs],  -0.005795,   0.008597,  -0.024404,  -0.009865,  
Speed[A/fs],   0.192634,   0.190489,   0.830319,   0.846142,  
 
r_seed=121,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.464000,  37.513000,   7.776000,   7.729000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194288,   0.189039,  -0.829580,   0.843230,  
Y Velocity[A/fs],   0.007971,  -0.000737,   0.005608,   0.030247, 
Z Velocity[A/fs],  -0.004754,   0.004777,  -0.029585,  -0.048070,  
Speed[A/fs],   0.194510,   0.189101,   0.830126,   0.845141,  
 
r_seed=122,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.376000,  37.674000,   7.770000,   7.709000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194055,   0.187643,  -0.832265,   0.845831,  
Y Velocity[A/fs],   0.012922,  -0.006034,   0.011241,  -0.003438, 
Z Velocity[A/fs],   0.004012,   0.004636,  -0.006467,  -0.011332,  
Speed[A/fs],   0.194526,   0.187798,   0.832366,   0.845913,  
 
r_seed=123,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.711000,  38.345000,   7.839000,   7.690000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198609,   0.185977,  -0.832501,   0.836835,  
Y Velocity[A/fs],   0.010720,  -0.010782,  -0.013174,  -0.011596, 
Z Velocity[A/fs],  -0.007667,   0.006375,  -0.002632,  -0.021863,  
Speed[A/fs],   0.199046,   0.186398,   0.832609,   0.837201,  
 
r_seed=124,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.426000,  37.862000,   7.908000,   7.735000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194156,   0.187398,  -0.834166,   0.843501,  
Y Velocity[A/fs],  -0.013110,   0.013538,  -0.007344,   0.001183, 
Z Velocity[A/fs],   0.004436,   0.000532,   0.006926,   0.016135,  
Speed[A/fs],   0.194648,   0.187887,   0.834227,   0.843656,  
 
r_seed=125,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.560000,  37.620000,   7.837000,   7.776000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193653,   0.188378,  -0.830647,   0.846040,  
Y Velocity[A/fs],  -0.010288,   0.006571,  -0.028869,  -0.018380, 
Z Velocity[A/fs],   0.002829,  -0.002707,  -0.008373,   0.035589,  
Speed[A/fs],   0.193947,   0.188512,   0.831190,   0.846988,  
 
r_seed=126,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.466000,  37.601000,   7.857000,   7.706000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194382,   0.188973,  -0.829723,   0.840665,  
Y Velocity[A/fs],  -0.011567,   0.004149,   0.020920,   0.066653, 
Z Velocity[A/fs],  -0.007766,   0.012291,   0.025256,   0.010431,  
Speed[A/fs],   0.194881,   0.189418,   0.830370,   0.843367,  
 
r_seed=127,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.543000,  37.523000,   7.843000,   7.715000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193444,   0.188692,  -0.830798,   0.844793,  
Y Velocity[A/fs],  -0.000014,  -0.005651,   0.006104,  -0.051918, 
Z Velocity[A/fs],   0.007766,  -0.001953,  -0.045625,   0.012426,  
Speed[A/fs],   0.193599,   0.188787,   0.832072,   0.846478,  
 
r_seed=128,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.891000,  38.192000,   7.828000,   7.760000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197458,   0.186311,  -0.832476,   0.838209,  
Y Velocity[A/fs],  -0.004233,   0.006482,  -0.018151,   0.071663, 
Z Velocity[A/fs],   0.000090,   0.001688,  -0.005283,   0.015600,  
Speed[A/fs],   0.197504,   0.186431,   0.832691,   0.841411,  
 
r_seed=129,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.279000,  37.773000,   7.827000,   7.686000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194521,   0.187384,  -0.832933,   0.843208,  
Y Velocity[A/fs],  -0.000031,  -0.002777,   0.025838,   0.042179, 
Z Velocity[A/fs],  -0.011228,   0.005132,   0.027583,   0.031382,  
Speed[A/fs],   0.194845,   0.187475,   0.833790,   0.844845,  
 
r_seed=130,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.995000,  38.020000,   7.900000,   7.666000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197016,   0.187472,  -0.832328,   0.838670,  
Y Velocity[A/fs],   0.002909,  -0.004372,   0.041454,  -0.008743, 
Z Velocity[A/fs],   0.005051,  -0.000629,  -0.014005,   0.001005,  
Speed[A/fs],   0.197102,   0.187524,   0.833477,   0.838716,  
 
r_seed=131,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.493000,  36.523000,   7.918000,   7.601000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.188580,   0.193572,  -0.828747,   0.847782,  
Y Velocity[A/fs],  -0.003450,   0.005423,   0.008359,  -0.034550, 
Z Velocity[A/fs],   0.001707,  -0.003104,  -0.027464,   0.039674,  
Speed[A/fs],   0.188619,   0.193673,   0.829244,   0.849413,  
 
r_seed=132,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.637000,  37.420000,   7.883000,   7.676000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192959,   0.189302,  -0.830534,   0.844702,  
Y Velocity[A/fs],   0.005037,   0.002878,  -0.036693,  -0.017033, 
Z Velocity[A/fs],  -0.006994,   0.003055,  -0.052848,   0.026244,  
Speed[A/fs],   0.193152,   0.189348,   0.833022,   0.845282,  
 
r_seed=133,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.219000,  37.747000,   7.839000,   7.652000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195406,   0.188145,  -0.831337,   0.841392,  
Y Velocity[A/fs],  -0.009473,  -0.001000,  -0.044926,   0.022633, 
Z Velocity[A/fs],   0.006073,  -0.000798,  -0.006819,  -0.003807,  
Speed[A/fs],   0.195730,   0.188149,   0.832578,   0.841705,  
 
r_seed=134,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.530000,  37.616000,   7.901000,   7.710000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193513,   0.188422,  -0.832829,   0.844377,  
Y Velocity[A/fs],  -0.006853,   0.001074,  -0.032582,  -0.012991, 
Z Velocity[A/fs],  -0.004146,   0.002589,   0.032290,  -0.030151,  
Speed[A/fs],   0.193678,   0.188443,   0.834091,   0.845015,  
 
r_seed=135,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.603000,  38.594000,   7.820000,   7.747000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198799,   0.184371,  -0.834470,   0.838080,  
Y Velocity[A/fs],  -0.006098,   0.008805,  -0.013462,   0.005638, 
Z Velocity[A/fs],  -0.013844,   0.004706,  -0.017146,   0.027020,  
Speed[A/fs],   0.199374,   0.184641,   0.834755,   0.838534,  
 
r_seed=136,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.007000,  37.096000,   7.941000,   7.639000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191196,   0.191120,  -0.831644,   0.845024,  
Y Velocity[A/fs],  -0.006198,   0.005757,  -0.015902,  -0.025164, 
Z Velocity[A/fs],   0.006968,  -0.002075,   0.022237,  -0.021037,  
Speed[A/fs],   0.191424,   0.191218,   0.832094,   0.845661,  
 
r_seed=137,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.041000,  36.947000,   7.848000,   7.652000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.190561,   0.191064,  -0.829827,   0.848270,  
Y Velocity[A/fs],  -0.000183,  -0.001588,  -0.018236,   0.037037, 
Z Velocity[A/fs],  -0.002086,   0.000130,  -0.043989,   0.012728,  
Speed[A/fs],   0.190573,   0.191070,   0.831192,   0.849173,  
 
r_seed=138,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.259000,  37.913000,   7.847000,   7.710000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195258,   0.187340,  -0.831208,   0.840786,  
Y Velocity[A/fs],  -0.005740,   0.019449,  -0.009943,  -0.029098, 
Z Velocity[A/fs],  -0.015489,   0.008515,   0.028272,  -0.012639,  
Speed[A/fs],   0.195955,   0.188539,   0.831748,   0.841384,  
 
r_seed=139,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.193000,  37.786000,   7.824000,   7.652000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194921,   0.187332,  -0.832889,   0.843515,  
Y Velocity[A/fs],   0.002101,   0.002313,   0.007484,  -0.007728, 
Z Velocity[A/fs],   0.001241,  -0.001143,   0.054158,  -0.022129,  
Speed[A/fs],   0.194936,   0.187350,   0.834681,   0.843840,  
 
r_seed=140,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.302000,  37.778000,   7.900000,   7.654000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194909,   0.188083,  -0.833409,   0.841402,  
Y Velocity[A/fs],   0.009347,  -0.005956,   0.020221,   0.017533, 
Z Velocity[A/fs],  -0.005951,   0.001220,  -0.020515,  -0.007261,  
Speed[A/fs],   0.195224,   0.188181,   0.833906,   0.841616,  
 
r_seed=141,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.118000,  38.120000,   7.917000,   7.763000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196525,   0.186970,  -0.832254,   0.839487,  
Y Velocity[A/fs],   0.002667,  -0.002674,   0.025741,  -0.002267, 
Z Velocity[A/fs],   0.018355,  -0.008959,  -0.017208,   0.007525,  
Speed[A/fs],   0.197398,   0.187204,   0.832830,   0.839524,  
 
r_seed=142,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.049000,  38.078000,   7.866000,   7.716000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196476,   0.186723,  -0.830679,   0.840076,  
Y Velocity[A/fs],  -0.013798,   0.012327,   0.063836,   0.016061, 
Z Velocity[A/fs],   0.003608,  -0.001231,  -0.022415,  -0.025334,  
Speed[A/fs],   0.196993,   0.187134,   0.833430,   0.840612,  
 
r_seed=143,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.394000,  37.636000,   7.835000,   7.663000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194326,   0.188443,  -0.831301,   0.842222,  
Y Velocity[A/fs],  -0.012168,   0.007687,  -0.033106,  -0.023843, 
Z Velocity[A/fs],  -0.010158,   0.000690,   0.006907,   0.035798,  
Speed[A/fs],   0.194971,   0.188601,   0.831989,   0.843319,  
 
r_seed=144,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.776000,  37.411000,   7.889000,   7.714000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192100,   0.189117,  -0.832513,   0.847051,  
Y Velocity[A/fs],  -0.007848,   0.000587,  -0.023662,   0.014446, 
Z Velocity[A/fs],   0.009252,  -0.005068,   0.011458,  -0.007438,  
Speed[A/fs],   0.192483,   0.189186,   0.832928,   0.847207,  
 
r_seed=145,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.867000,  38.198000,   7.820000,   7.732000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197394,   0.186110,  -0.832282,   0.839154,  
Y Velocity[A/fs],   0.003114,  -0.009673,  -0.036731,  -0.017201, 
Z Velocity[A/fs],   0.003544,  -0.004044,  -0.027813,   0.049963,  
Speed[A/fs],   0.197451,   0.186405,   0.833556,   0.840816,  
 
r_seed=146,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.975000,  37.026000,   7.909000,   7.608000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191501,   0.191558,  -0.828803,   0.844659,  
Y Velocity[A/fs],  -0.004871,   0.010594,  -0.006594,   0.003462, 
Z Velocity[A/fs],  -0.011965,  -0.000449,   0.042044,   0.025991,  
Speed[A/fs],   0.191936,   0.191851,   0.829895,   0.845066,  
 
r_seed=147,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.716000,  38.535000,   7.816000,   7.780000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198031,   0.184329,  -0.833510,   0.840412,  
Y Velocity[A/fs],   0.003519,  -0.000132,  -0.010845,  -0.020478, 
Z Velocity[A/fs],   0.015902,  -0.009752,  -0.043346,  -0.020136,  
Speed[A/fs],   0.198700,   0.184587,   0.834707,   0.840902,  
 
r_seed=148,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.729000,  37.449000,   7.937000,   7.708000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192721,   0.189515,  -0.833018,   0.843053,  
Y Velocity[A/fs],   0.006278,  -0.007237,  -0.007053,   0.003010, 
Z Velocity[A/fs],   0.002504,  -0.007161,   0.006933,   0.056121,  
Speed[A/fs],   0.192840,   0.189788,   0.833077,   0.844925,  
 
r_seed=149,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.986000,  38.172000,   7.879000,   7.722000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196563,   0.186095,  -0.832519,   0.840939,  
Y Velocity[A/fs],   0.005416,  -0.002618,   0.017024,  -0.006570, 
Z Velocity[A/fs],  -0.012692,   0.004906,   0.064768,  -0.008351,  
Speed[A/fs],   0.197046,   0.186178,   0.835208,   0.841006,  
 
r_seed=150,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.272000,  37.947000,   7.884000,   7.754000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195206,   0.187194,  -0.832932,   0.842118,  
Y Velocity[A/fs],   0.013625,  -0.000286,  -0.002533,  -0.012052, 
Z Velocity[A/fs],   0.011246,  -0.005141,  -0.011286,  -0.034112,  
Speed[A/fs],   0.196004,   0.187265,   0.833012,   0.842895,  
 
r_seed=151,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.018000,  37.025000,   7.846000,   7.715000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191180,   0.191122,  -0.828812,   0.845662,  
Y Velocity[A/fs],  -0.007997,  -0.004179,   0.021004,   0.055402, 
Z Velocity[A/fs],   0.002277,  -0.008988,   0.011955,   0.046643,  
Speed[A/fs],   0.191361,   0.191378,   0.829165,   0.848758,  
 
r_seed=152,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.199000,  37.936000,   7.916000,   7.711000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195720,   0.187537,  -0.833092,   0.840759,  
Y Velocity[A/fs],  -0.007232,  -0.000764,   0.028269,  -0.011565, 
Z Velocity[A/fs],  -0.007953,   0.001919,  -0.033572,  -0.004421,  
Speed[A/fs],   0.196015,   0.187549,   0.834247,   0.840850,  
 
r_seed=153,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.984000,  36.985000,   7.858000,   7.605000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191254,   0.191442,  -0.828356,   0.845333,  
Y Velocity[A/fs],  -0.011505,   0.007165,   0.043145,   0.019781, 
Z Velocity[A/fs],   0.007939,  -0.005276,   0.006978,  -0.038748,  
Speed[A/fs],   0.191764,   0.191649,   0.829508,   0.846451,  
 
r_seed=154,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.667000,  38.591000,   7.867000,   7.763000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198104,   0.184104,  -0.836791,   0.840315,  
