C2H2_14r176,   C[0],   C[1],   H[2],   H[3],  
Y Velocity[A/fs],  -0.003505,  -0.000185,  -0.037976,   0.052799, 
Z Velocity[A/fs],   0.009073,   0.003293,  -0.040900,  -0.027239,  
Speed[A/fs],   0.171722,   0.169882,   0.704633,   0.669822,  
 
C2H2_14r139,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7935156822,    2.5516887903,    0.9984914352,    0.9999054742,  
Time[fs],  62.229000,  60.498000,  26.918000,  26.741000,  
Charge Sum,    6.3436013820, 
X Velocity[A/fs],  -0.167614,   0.172107,  -0.698852,   0.670522,  
Y Velocity[A/fs],   0.002119,  -0.007899,   0.021634,   0.035187, 
Z Velocity[A/fs],   0.001226,  -0.004038,   0.008438,   0.057139,  
Speed[A/fs],   0.167632,   0.172335,   0.699237,   0.673871,  
 
C2H2_14r32,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7374656200,    2.6127490997,    0.9993970167,    0.9999414791,  
Time[fs],  59.185000,  63.527000,  26.778000,  26.915000,  
Charge Sum,    6.3495532155, 
X Velocity[A/fs],  -0.178332,   0.161195,  -0.696514,   0.664183,  
Y Velocity[A/fs],   0.002321,   0.009802,  -0.035542,  -0.048997, 
Z Velocity[A/fs],   0.008240,  -0.006281,  -0.089816,   0.078259,  
Speed[A/fs],   0.178537,   0.161615,   0.703180,   0.670570,  
 
C2H2_14r48,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0985416174,    2.2514818907,    0.9988196903,    0.9999272370,  
Time[fs],  61.719000,  60.197000,  26.856000,  26.684000,  
Charge Sum,    6.3487704354, 
X Velocity[A/fs],  -0.169864,   0.174124,  -0.700238,   0.669279,  
Y Velocity[A/fs],  -0.005310,  -0.001451,   0.030775,   0.043601, 
Z Velocity[A/fs],   0.000044,  -0.005187,   0.007914,   0.065216,  
Speed[A/fs],   0.169947,   0.174207,   0.700959,   0.673861,  
 
C2H2_14r172,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9858672619,    2.3774045706,    0.9991357294,    0.9999370384,  
Time[fs],  59.944000,  62.005000,  26.746000,  26.732000,  
Charge Sum,    6.3623446003, 
X Velocity[A/fs],  -0.175960,   0.166935,  -0.703532,   0.673356,  
Y Velocity[A/fs],   0.001959,  -0.001053,   0.046298,  -0.029159, 
Z Velocity[A/fs],   0.005698,   0.000482,  -0.027607,   0.013111,  
Speed[A/fs],   0.176063,   0.166939,   0.705594,   0.674114,  
 
C2H2_14r85,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3706362247,    1.9943029881,    0.9992693389,    0.9999499790,  
Time[fs],  60.177000,  61.187000,  26.810000,  26.661000,  
Charge Sum,    6.3641585307, 
X Velocity[A/fs],  -0.174746,   0.170292,  -0.707264,   0.665366,  
Y Velocity[A/fs],   0.011534,  -0.002946,  -0.059413,  -0.019857, 
Z Velocity[A/fs],   0.003660,  -0.000469,   0.007070,  -0.035967,  
Speed[A/fs],   0.175165,   0.170319,   0.709791,   0.666634,  
 
C2H2_14r133,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0847383738,    2.3226794004,    0.9981214155,    0.9999475402,  
Time[fs],  57.842000,  61.793000,  26.725000,  26.702000,  
Charge Sum,    6.4054867299, 
X Velocity[A/fs],  -0.183541,   0.166808,  -0.700382,   0.673148,  
Y Velocity[A/fs],   0.007040,  -0.006050,  -0.080835,   0.064665, 
Z Velocity[A/fs],   0.010201,  -0.002004,  -0.074169,  -0.012846,  
Speed[A/fs],   0.183959,   0.166930,   0.708922,   0.676368,  
 
C2H2_14r104,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1175110340,    2.2316876650,    0.9992335367,    0.9999389845,  
Time[fs],  61.312000,  59.771000,  26.808000,  26.608000,  
Charge Sum,    6.3483712202, 
X Velocity[A/fs],  -0.170179,   0.174157,  -0.693438,   0.681443,  
Y Velocity[A/fs],  -0.008828,   0.006265,   0.067388,  -0.015028, 
Z Velocity[A/fs],   0.002806,   0.001208,  -0.044451,   0.020169,  
Speed[A/fs],   0.170431,   0.174274,   0.698121,   0.681907,  
 
C2H2_14r127,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9739775658,    2.2406393290,    0.9992594324,    0.9998423891,  
Time[fs],  60.504000,  64.233000,  26.811000,  27.079000,  
Charge Sum,    6.2137187162, 
X Velocity[A/fs],  -0.173696,   0.159417,  -0.689652,   0.664945,  
Y Velocity[A/fs],   0.000916,  -0.000102,   0.066693,  -0.046323, 
Z Velocity[A/fs],  -0.004761,   0.002552,   0.064843,  -0.036659,  
Speed[A/fs],   0.173763,   0.159438,   0.695897,   0.667564,  
 
C2H2_14r180,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2557294369,    2.1051081419,    0.9993144131,    0.9999352611,  
Time[fs],  60.630000,  60.516000,  26.807000,  26.690000,  
Charge Sum,    6.3600872530, 
X Velocity[A/fs],  -0.173212,   0.172522,  -0.699841,   0.663098,  
Y Velocity[A/fs],   0.000382,  -0.003518,   0.008346,   0.044531, 
Z Velocity[A/fs],  -0.008835,   0.007017,   0.080414,  -0.087026,  
Speed[A/fs],   0.173437,   0.172700,   0.704495,   0.670265,  
 
C2H2_14r130,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3133467436,    2.0048856735,    0.9991474858,    0.9999231495,  
Time[fs],  60.401000,  61.993000,  26.915000,  26.958000,  
Charge Sum,    6.3173030524, 
X Velocity[A/fs],  -0.174496,   0.167661,  -0.692082,   0.662613,  
Y Velocity[A/fs],   0.000596,  -0.000783,   0.046887,  -0.060948, 
Z Velocity[A/fs],  -0.011129,   0.007904,   0.095226,  -0.074557,  
Speed[A/fs],   0.174851,   0.167849,   0.700174,   0.669574,  
 
C2H2_14r29,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7315137386,    2.5751245022,    0.9992762097,    0.9999709944,  
Time[fs],  61.748000,  62.136000,  26.774000,  26.751000,  
Charge Sum,    6.3058854449, 
X Velocity[A/fs],  -0.169067,   0.165907,  -0.692529,   0.668845,  
Y Velocity[A/fs],  -0.000515,   0.010930,  -0.030019,  -0.054272, 
Z Velocity[A/fs],   0.008379,  -0.002377,  -0.041303,  -0.028313,  
Speed[A/fs],   0.169276,   0.166284,   0.694409,   0.671640,  
 
C2H2_14r194,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1179420948,    2.2097821236,    0.9994147325,    0.9999361971,  
Time[fs],  59.728000,  61.335000,  26.739000,  26.818000,  
Charge Sum,    6.3270751479, 
X Velocity[A/fs],  -0.175969,   0.168232,  -0.686146,   0.669481,  
Y Velocity[A/fs],  -0.009067,   0.014500,   0.098807,  -0.094612, 
Z Velocity[A/fs],   0.006531,  -0.002722,  -0.070117,   0.047688,  
Speed[A/fs],   0.176323,   0.168878,   0.696761,   0.677813,  
 
C2H2_14r97,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1310865879,    2.2213211060,    0.9990271233,    0.9999491377,  
Time[fs],  60.874000,  60.970000,  26.780000,  26.726000,  
Charge Sum,    6.3513839548, 
X Velocity[A/fs],  -0.172748,   0.171104,  -0.701866,   0.667550,  
Y Velocity[A/fs],   0.005122,  -0.008833,   0.009678,   0.059635, 
Z Velocity[A/fs],  -0.004704,  -0.002843,   0.023330,   0.056667,  
Speed[A/fs],   0.172888,   0.171356,   0.702320,   0.672600,  
 
C2H2_14r190,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9560158253,    2.3965768814,    0.9993309156,    0.9999562524,  
Time[fs],  60.064000,  61.901000,  26.731000,  26.763000,  
Charge Sum,    6.3518798747, 
X Velocity[A/fs],  -0.175509,   0.167387,  -0.699092,   0.665897,  
Y Velocity[A/fs],  -0.000426,  -0.013258,   0.024000,   0.072833, 
Z Velocity[A/fs],   0.000362,   0.001449,   0.065536,  -0.052993,  
Speed[A/fs],   0.175510,   0.167917,   0.702567,   0.671961,  
 
C2H2_14r66,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0508154631,    2.2432295084,    0.9992229827,    0.9999362889,  
Time[fs],  63.159000,  60.173000,  26.936000,  26.783000,  
Charge Sum,    6.2932042431, 
X Velocity[A/fs],  -0.165130,   0.174178,  -0.687585,   0.670592,  
Y Velocity[A/fs],  -0.002960,   0.000181,   0.044072,  -0.013804, 
Z Velocity[A/fs],   0.000283,  -0.001596,  -0.052014,   0.068558,  
Speed[A/fs],   0.165157,   0.174185,   0.690957,   0.674229,  
 
C2H2_14r152,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7606387138,    2.5101128817,    0.9989404214,    0.9998567748,  
Time[fs],  59.638000,  64.665000,  26.882000,  27.143000,  
Charge Sum,    6.2695487917, 
X Velocity[A/fs],  -0.176912,   0.157853,  -0.695322,   0.665557,  
Y Velocity[A/fs],  -0.005396,   0.003270,   0.067906,  -0.041966, 
Z Velocity[A/fs],  -0.000733,  -0.004853,   0.045359,   0.040935,  
Speed[A/fs],   0.176996,   0.157962,   0.700101,   0.668134,  
 
C2H2_14r188,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3547477722,    1.9504561424,    0.9992004305,    0.9999387468,  
Time[fs],  62.769000,  60.203000,  26.907000,  26.823000,  
Charge Sum,    6.3043430919, 
X Velocity[A/fs],  -0.165935,   0.173858,  -0.689259,   0.664151,  
Y Velocity[A/fs],  -0.008653,   0.007137,   0.053732,  -0.078455, 
Z Velocity[A/fs],  -0.005201,  -0.000920,   0.042135,   0.047201,  
Speed[A/fs],   0.166242,   0.174007,   0.692633,   0.670432,  
 
C2H2_14r117,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2744989395,    2.0093908310,    0.9993015843,    0.9999326573,  
Time[fs],  62.160000,  61.187000,  26.830000,  26.872000,  
Charge Sum,    6.2831240121, 
X Velocity[A/fs],  -0.168095,   0.170098,  -0.691658,   0.666923,  
Y Velocity[A/fs],   0.003422,  -0.003117,  -0.061534,   0.066923, 
Z Velocity[A/fs],   0.003289,   0.004908,   0.044632,  -0.079639,  
Speed[A/fs],   0.168162,   0.170197,   0.695823,   0.674987,  
 
C2H2_14r198,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9535515308,    2.4199635983,    0.9990765548,    0.9999410987,  
Time[fs],  59.857000,  61.693000,  26.770000,  26.724000,  
Charge Sum,    6.3725327826, 
X Velocity[A/fs],  -0.176165,   0.167928,  -0.703650,   0.671057,  
Y Velocity[A/fs],   0.002049,   0.001542,  -0.053950,   0.034694, 
Z Velocity[A/fs],   0.003441,  -0.012024,   0.033582,   0.034917,  
Speed[A/fs],   0.176211,   0.168365,   0.706514,   0.672860,  
 
C2H2_14r200,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.8246470690,    1.5493886471,    0.9989846637,    0.9999223231,  
Time[fs],  61.265000,  61.669000,  26.754000,  26.706000,  
Charge Sum,    6.3729427029, 
X Velocity[A/fs],  -0.168678,   0.166527,  -0.700184,   0.667984,  
Y Velocity[A/fs],  -0.013394,   0.008100,   0.083495,  -0.062696, 
Z Velocity[A/fs],   0.001567,   0.007372,  -0.013858,  -0.049571,  
Speed[A/fs],   0.169216,   0.166887,   0.705281,   0.672749,  
 
C2H2_14r136,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.7743401527,    2.5130112171,    0.9988412576,    0.9999171400,  
Time[fs],  61.310000,  62.843000,  26.866000,  26.917000,  
Charge Sum,    6.2861097675, 
X Velocity[A/fs],  -0.170808,   0.163818,  -0.694274,   0.672219,  
Y Velocity[A/fs],   0.012224,   0.001001,  -0.054157,  -0.032717, 
Z Velocity[A/fs],  -0.002390,  -0.002872,  -0.018197,   0.050413,  
Speed[A/fs],   0.171261,   0.163846,   0.696620,   0.674900,  
 
C2H2_14r67,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3688627481,    1.8667204380,    0.9994461823,    0.9999040145,  
Time[fs],  63.515000,  61.251000,  26.909000,  26.836000,  
Charge Sum,    6.2349333829, 
X Velocity[A/fs],  -0.163078,   0.169461,  -0.689527,   0.672569,  
Y Velocity[A/fs],  -0.000822,  -0.002732,   0.027071,   0.038671, 
Z Velocity[A/fs],   0.009000,  -0.000772,  -0.048868,  -0.034169,  
Speed[A/fs],   0.163328,   0.169485,   0.691787,   0.674546,  
 
C2H2_14r41,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8724632263,    2.5088182688,    0.9990575381,    0.9999160526,  
Time[fs],  58.630000,  62.001000,  26.812000,  26.786000,  
Charge Sum,    6.3802550858, 
X Velocity[A/fs],  -0.180094,   0.165587,  -0.693838,   0.673969,  
Y Velocity[A/fs],  -0.013190,   0.002964,   0.082710,   0.002367, 
Z Velocity[A/fs],  -0.009058,   0.009622,   0.097929,  -0.079963,  
Speed[A/fs],   0.180804,   0.165893,   0.705580,   0.678700,  
 
C2H2_14r167,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0663279295,    2.2495596409,    0.9992457746,    0.9999464565,  
Time[fs],  59.300000,  63.386000,  26.766000,  26.910000,  
Charge Sum,    6.3150798015, 
X Velocity[A/fs],  -0.178677,   0.162793,  -0.695817,   0.662862,  
Y Velocity[A/fs],   0.001651,  -0.001639,   0.037525,  -0.000343, 
Z Velocity[A/fs],  -0.006219,   0.011115,   0.079856,  -0.058148,  
Speed[A/fs],   0.178793,   0.163180,   0.701388,   0.665408,  
 
C2H2_14r142,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4392758608,    1.8964688778,    0.9992934027,    0.9999327938,  
Time[fs],  59.829000,  62.092000,  26.884000,  26.909000,  
Charge Sum,    6.3349709351, 
X Velocity[A/fs],  -0.175922,   0.166941,  -0.698031,   0.657676,  
Y Velocity[A/fs],   0.007033,  -0.007335,  -0.071067,   0.085391, 
Z Velocity[A/fs],  -0.008781,   0.003794,   0.081061,  -0.046341,  
Speed[A/fs],   0.176281,   0.167145,   0.706307,   0.664814,  
 
C2H2_14r8,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1554331779,    2.1134241819,    0.9991962906,    0.9999664477,  
Time[fs],  60.521000,  62.333000,  26.845000,  26.898000,  
Charge Sum,    6.2680200982, 
X Velocity[A/fs],  -0.174076,   0.166532,  -0.690050,   0.658404,  
Y Velocity[A/fs],   0.005373,   0.002672,  -0.032384,  -0.043328, 
Z Velocity[A/fs],   0.000155,   0.004905,   0.062248,  -0.051340,  
Speed[A/fs],   0.174158,   0.166626,   0.693608,   0.661822,  
 
C2H2_14r24,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1245025396,    2.1663751602,    0.9995187045,    0.9997817011,  
Time[fs],  61.602000,  61.323000,  27.018000,  27.080000,  
Charge Sum,    6.2901781054, 
X Velocity[A/fs],  -0.170438,   0.169918,  -0.690566,   0.668532,  
Y Velocity[A/fs],   0.010960,  -0.011167,  -0.075269,   0.078144, 
Z Velocity[A/fs],  -0.002479,   0.007091,  -0.005826,  -0.042562,  
Speed[A/fs],   0.170808,   0.170432,   0.694680,   0.674428,  
 
C2H2_14r122,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1150609255,    2.2433123589,    0.9993029200,    0.9999455774,  
Time[fs],  59.779000,  61.963000,  26.688000,  26.697000,  
Charge Sum,    6.3576217817, 
X Velocity[A/fs],  -0.176700,   0.167460,  -0.703002,   0.668049,  
Y Velocity[A/fs],  -0.002387,  -0.006359,   0.010624,   0.050763, 
Z Velocity[A/fs],  -0.002703,   0.001496,   0.038306,   0.032506,  
Speed[A/fs],   0.176737,   0.167587,   0.704125,   0.670763,  
 
C2H2_14r134,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9994187355,    2.2807424068,    0.9993192814,    0.9999497532,  
Time[fs],  60.624000,  62.823000,  26.763000,  26.885000,  
Charge Sum,    6.2794301770, 
X Velocity[A/fs],  -0.173662,   0.164504,  -0.692168,   0.664836,  
Y Velocity[A/fs],  -0.000459,  -0.000361,   0.062368,  -0.051177, 
Z Velocity[A/fs],  -0.005011,  -0.005021,   0.035743,   0.056933,  
Speed[A/fs],   0.173735,   0.164581,   0.695891,   0.669229,  
 
C2H2_14r65,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.4415715933,    1.9105119705,    0.9991455534,    0.9999200789,  
Time[fs],  60.810000,  61.100000,  26.837000,  26.818000,  
Charge Sum,    6.3511491961, 
X Velocity[A/fs],  -0.172507,   0.170605,  -0.700097,   0.662927,  
Y Velocity[A/fs],  -0.001638,  -0.004392,  -0.067285,   0.092352, 
Z Velocity[A/fs],  -0.003962,   0.004336,   0.064024,  -0.056895,  
Speed[A/fs],   0.172560,   0.170716,   0.706231,   0.671743,  
 
C2H2_14r15,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0907111168,    2.2508794069,    0.9990863840,    0.9999003945,  
Time[fs],  59.572000,  62.368000,  26.830000,  26.882000,  
Charge Sum,    6.3405773022, 
X Velocity[A/fs],  -0.176864,   0.165216,  -0.696713,   0.674856,  
Y Velocity[A/fs],  -0.003176,  -0.001174,   0.060850,  -0.017479, 
Z Velocity[A/fs],  -0.011669,   0.006103,   0.093416,  -0.065360,  
Speed[A/fs],   0.177277,   0.165333,   0.705577,   0.678239,  
 
C2H2_14r189,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0287845135,    2.2949966192,    0.9994252779,    0.9999395944,  
Time[fs],  62.154000,  60.119000,  26.814000,  26.725000,  
Charge Sum,    6.3231460050, 
X Velocity[A/fs],  -0.167887,   0.173591,  -0.688375,   0.666250,  
Y Velocity[A/fs],   0.006967,  -0.006269,  -0.065638,   0.089675, 
Z Velocity[A/fs],  -0.005934,   0.008166,   0.059688,  -0.061584,  
Speed[A/fs],   0.168136,   0.173896,   0.694068,   0.675072,  
 
C2H2_14r18,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8918011189,    2.4119818211,    0.9990008443,    0.9998987029,  
Time[fs],  59.804000,  62.913000,  26.950000,  27.029000,  
Charge Sum,    6.3026824871, 
X Velocity[A/fs],  -0.176609,   0.164047,  -0.692653,   0.664934,  
Y Velocity[A/fs],  -0.005645,   0.000893,  -0.006328,   0.033190, 
Z Velocity[A/fs],  -0.009278,   0.010913,   0.098057,  -0.068250,  
Speed[A/fs],   0.176943,   0.164412,   0.699588,   0.669251,  
 
C2H2_14r1,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0970424414,    2.2468645573,    0.9992143839,    0.9999198611,  
Time[fs],  61.346000,  60.541000,  26.819000,  26.861000,  
Charge Sum,    6.3430412437, 
X Velocity[A/fs],  -0.170796,   0.172154,  -0.695188,   0.668214,  
Y Velocity[A/fs],  -0.003944,   0.008234,   0.001833,  -0.068644, 
Z Velocity[A/fs],  -0.006837,   0.011089,   0.073812,  -0.110867,  
Speed[A/fs],   0.170979,   0.172707,   0.699098,   0.680818,  
 
C2H2_14r47,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0322275162,    2.3684726954,    0.9987338125,    0.9999361725,  
Time[fs],  58.697000,  60.821000,  26.754000,  26.725000,  
Charge Sum,    6.3993701965, 
X Velocity[A/fs],  -0.179827,   0.170064,  -0.700810,   0.672148,  
Y Velocity[A/fs],  -0.010959,   0.008233,   0.098892,  -0.088925, 
Z Velocity[A/fs],   0.001796,  -0.006836,   0.014854,   0.062750,  
Speed[A/fs],   0.180169,   0.170401,   0.707909,   0.680902,  
 
C2H2_14r143,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.9118733406,    2.4141105413,    0.9992424103,    0.9999599979,  
Time[fs],  60.855000,  61.841000,  26.780000,  26.746000,  
Charge Sum,    6.3251862901, 
X Velocity[A/fs],  -0.172602,   0.167337,  -0.694303,   0.670054,  
Y Velocity[A/fs],  -0.009698,   0.003142,   0.069272,  -0.047497, 
Z Velocity[A/fs],  -0.004859,   0.007206,  -0.030364,  -0.001125,  
Speed[A/fs],   0.172943,   0.167521,   0.698411,   0.671736,  
 
C2H2_14r99,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8052284718,    2.5514396429,    0.9962261077,    0.9999344664,  
Time[fs],  58.512000,  62.684000,  26.616000,  26.726000,  
Charge Sum,    6.3528286888, 
X Velocity[A/fs],  -0.180219,   0.162729,  -0.692840,   0.673247,  
Y Velocity[A/fs],   0.006648,  -0.002826,  -0.068335,   0.020117, 
Z Velocity[A/fs],  -0.003129,   0.006543,   0.061691,  -0.060843,  
Speed[A/fs],   0.180369,   0.162885,   0.698929,   0.676290,  
 
C2H2_14r34,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1092531681,    2.2228357792,    0.9985429063,    0.9999086645,  
Time[fs],  61.363000,  60.231000,  26.920000,  26.822000,  
Charge Sum,    6.3305405181, 
X Velocity[A/fs],  -0.170815,   0.173805,  -0.699089,   0.659731,  
Y Velocity[A/fs],   0.004072,  -0.008355,  -0.003587,   0.065590, 
Z Velocity[A/fs],   0.006656,  -0.005582,  -0.060688,   0.086059,  
Speed[A/fs],   0.170993,   0.174095,   0.701728,   0.668545,  
 
C2H2_14r61,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8361732960,    2.4520753622,    0.9991793727,    0.9999024923,  
Time[fs],  61.107000,  62.585000,  26.883000,  26.889000,  
Charge Sum,    6.2873305232, 
X Velocity[A/fs],  -0.171408,   0.164356,  -0.686053,   0.670807,  
Y Velocity[A/fs],   0.005765,   0.002025,  -0.046597,  -0.028944, 
Z Velocity[A/fs],   0.018897,  -0.008358,  -0.086974,   0.037741,  
Speed[A/fs],   0.172543,   0.164581,   0.693112,   0.672492,  
 
C2H2_14r14,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.8049230576,    2.4629293680,    0.9995180710,    0.9999668778,  
Time[fs],  61.391000,  62.717000,  26.720000,  26.792000,  
Charge Sum,    6.2673373744, 
X Velocity[A/fs],  -0.170203,   0.163848,  -0.689132,   0.669311,  
Y Velocity[A/fs],  -0.002249,  -0.006163,   0.007207,   0.052668, 
Z Velocity[A/fs],   0.006127,  -0.001520,  -0.064852,   0.045494,  
Speed[A/fs],   0.170328,   0.163971,   0.692214,   0.672920,  
 
C2H2_14r83,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3653215170,    1.8502910137,    0.9997257768,    0.9999423648,  
Time[fs],  63.345000,  61.529000,  26.758000,  26.825000,  
Charge Sum,    6.2152806722, 
X Velocity[A/fs],  -0.163028,   0.167747,  -0.686152,   0.668385,  
Y Velocity[A/fs],  -0.008762,   0.009031,   0.047706,  -0.073092, 
Z Velocity[A/fs],   0.002997,  -0.002095,  -0.032385,   0.051795,  
Speed[A/fs],   0.163291,   0.168003,   0.688571,   0.674362,  
 
C2H2_14r166,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3423155546,    2.0389835835,    0.9982830554,    0.9999658409,  
Time[fs],  58.603000,  61.667000,  26.674000,  26.662000,  
Charge Sum,    6.3795480344, 
X Velocity[A/fs],  -0.180430,   0.167473,  -0.699519,   0.672052,  
Y Velocity[A/fs],  -0.009144,   0.003103,   0.070868,   0.018892, 
Z Velocity[A/fs],   0.005033,   0.004414,  -0.051010,  -0.034704,  
Speed[A/fs],   0.180732,   0.167560,   0.704948,   0.673213,  
 
C2H2_14r183,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.2549260855,    2.0572123528,    0.9990627397,    0.9999173958,  
Time[fs],  60.389000,  62.305000,  26.919000,  26.956000,  
Charge Sum,    6.3111185737, 
X Velocity[A/fs],  -0.174525,   0.166568,  -0.691908,   0.665995,  
Y Velocity[A/fs],   0.003197,  -0.002227,   0.028575,  -0.031472, 
Z Velocity[A/fs],   0.014165,  -0.010720,  -0.096943,   0.064045,  
Speed[A/fs],   0.175129,   0.166927,   0.699250,   0.669807,  
 
C2H2_14r71,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.3716439009,    1.9291121960,    0.9987433971,    0.9999329724,  
Time[fs],  61.193000,  61.554000,  26.950000,  26.926000,  
Charge Sum,    6.2994324663, 
X Velocity[A/fs],  -0.171495,   0.169347,  -0.700464,   0.665051,  
Y Velocity[A/fs],   0.000344,   0.001632,   0.018606,  -0.045053, 
Z Velocity[A/fs],   0.004766,  -0.003417,  -0.041312,   0.027390,  
Speed[A/fs],   0.171562,   0.169389,   0.701928,   0.667138,  
 
C2H2_14r199,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1095359325,    2.1850603819,    0.9988999524,    0.9998981915,  
Time[fs],  61.189000,  61.856000,  26.883000,  26.941000,  
Charge Sum,    6.2933944583, 
X Velocity[A/fs],  -0.171379,   0.167522,  -0.695907,   0.672876,  
Y Velocity[A/fs],  -0.007506,  -0.003637,   0.056666,   0.045127, 
Z Velocity[A/fs],   0.001232,  -0.009107,   0.036117,   0.046073,  
Speed[A/fs],   0.171548,   0.167809,   0.699143,   0.675960,  
 
C2H2_14r37,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.1983952522,    2.1181212664,    0.9993888864,    0.9999528898,  
Time[fs],  60.944000,  61.606000,  26.811000,  26.810000,  
Charge Sum,    6.3158582948, 
X Velocity[A/fs],  -0.172202,   0.168386,  -0.694326,   0.671383,  
Y Velocity[A/fs],   0.000173,   0.004313,   0.063564,  -0.065816, 
Z Velocity[A/fs],   0.009315,   0.004665,  -0.061270,  -0.044308,  
Speed[A/fs],   0.172454,   0.168506,   0.699916,   0.676055,  
 
C2H2_14r173,   C[0],   C[1],   H[2],   H[3],  
Charges,    1.6954319477,    2.6423444748,    0.9991344983,    0.9999258371,  
Time[fs],  62.265000,  61.030000,  26.936000,  26.835000,  
Charge Sum,    6.3368367579, 
X Velocity[A/fs],  -0.167102,   0.169380,  -0.686884,   0.670314,  
Y Velocity[A/fs],   0.004432,  -0.007233,  -0.066034,   0.085874, 
Z Velocity[A/fs],  -0.013631,   0.007295,   0.072617,  -0.054267,  
Speed[A/fs],   0.167716,   0.169691,   0.693861,   0.677967,  
 
