C4H10_28r18,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9345680326,    3.9281829000,    3.7969069779,    3.9301127717,    0.9995185555,    0.9993117931,    0.9986360412,    0.9995438371,    0.9974031798,    0.9993518792,    0.9989636679,    0.9998512693,    0.9994411450,    0.8791821748,  
Time[fs],  41.868000,  43.278000,  47.360000,  43.582000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.4609742251, 
X Velocity[A/fs],  -0.350968,  -0.237608,   0.224333,   0.324900,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.293138,   0.324857,   0.270063,  -0.278665,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.060336,  -0.253133,   0.291294,  -0.119381,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.461247,   0.475464,   0.456192,   0.444372,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r34,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9121782482,    3.9169879779,    3.8193501979,    3.9587211534,    0.9996005881,    0.9995343871,    0.9988190226,    0.9996138384,    0.9997437300,    0.9991231228,    0.9991505920,    0.9977059371,    0.9999680232,    0.9828155097,  
Time[fs],  41.978000,  44.238000,  45.665000,  41.743000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.5833123283, 
X Velocity[A/fs],  -0.350056,  -0.214407,   0.211811,   0.347647,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.289673,   0.311795,   0.294156,  -0.288046,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.035572,  -0.275693,   0.277727,  -0.055668,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.455757,   0.468181,   0.456644,   0.454894,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r30,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9477739707,    3.9049322084,    3.8789169863,    3.9628658071,    0.9996107601,    0.9995603964,    0.9985003733,    0.9995921597,    0.9981081341,    0.9999740354,    0.9989060122,    0.9998390516,    0.9999787422,    0.9065856114,  
Time[fs],  41.950000,  44.331000,  44.547000,  42.264000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.5951442489, 
X Velocity[A/fs],  -0.350826,  -0.249799,   0.195349,   0.340177,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.308019,   0.309075,   0.307273,  -0.282532,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.040762,  -0.268918,   0.265699,  -0.039946,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.468633,   0.479837,   0.450748,   0.444005,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r24,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8970864341,    3.9410835281,    3.8647301793,    3.9416361526,    0.9990836533,    0.9992328109,    0.9987092024,    0.9995619569,    0.9981904209,    0.9999231768,    0.9990060740,    0.9998890971,    0.9995377199,    0.8860429004,  
Time[fs],  42.462000,  44.480000,  46.304000,  43.220000,   0.000000,  25.096000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.5237133067, 
X Velocity[A/fs],  -0.344252,  -0.251038,   0.216675,   0.330142,   0.000000,  -0.760696,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.294205,   0.308776,   0.289432,  -0.279726,   0.000000,  -0.072257,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.078842,  -0.275014,   0.278759,  -0.099929,   0.000000,   0.862086,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.459654,   0.483730,   0.456537,   0.444102,   0.000000,   1.151986,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r48,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9191467836,    3.9027650580,    3.8443429917,    3.9567294493,    0.9989962726,    0.9999846441,    0.9987460673,    0.9996738218,    0.9981178209,    0.9999084327,    0.9994119633,    0.9986754888,    0.9999729749,    0.8583898842,  
Time[fs],  42.693000,  43.802000,  46.315000,  42.435000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.4748616533, 
X Velocity[A/fs],  -0.342264,  -0.219749,   0.209057,   0.339798,   0.000000,  -0.666622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.293931,   0.317708,   0.288498,  -0.296427,   0.000000,  -0.333399,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.036040,  -0.263958,   0.290425,  -0.050256,   0.000000,   0.888439,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.452591,   0.467870,   0.459654,   0.453715,   0.000000,   1.159683,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r4,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9338993356,    3.8806342185,    3.9036933035,    3.9263352677,    0.9995873429,    0.9995864859,    0.9986232880,    0.9996047726,    0.9971260324,    0.9999304799,    0.9991068072,    0.9996673324,    0.9994244375,    0.8464672267,  
Time[fs],  41.637000,  45.330000,  44.274000,  43.645000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.140000,   0.000000,  
Charge Sum,   25.4836863307, 
X Velocity[A/fs],  -0.357631,  -0.223524,   0.221509,   0.325271,   0.000000,  -0.666622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.746245,   0.000000,  
Y Velocity[A/fs],  -0.293016,   0.301986,   0.314184,  -0.311623,   0.000000,  -0.333399,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.077866,   0.000000, 
Z Velocity[A/fs],   0.055589,  -0.277723,   0.251928,  -0.041771,   0.000000,   0.888439,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.857496,   0.000000,  
Speed[A/fs],   0.465670,   0.467214,   0.459614,   0.452388,   0.000000,   1.159683,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.139405,   0.000000,  
 
C4H10_28r21,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.8894263804,    3.9289818406,    3.8590881974,    3.9315932542,    0.9993627865,    0.9993579749,    0.9983892607,    0.9994787309,    0.9976839893,    0.9999088396,    0.9991349424,    0.9969952039,    0.9993000103,    0.8714701980,  
Time[fs],  41.918000,  45.314000,  45.014000,  42.814000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.4701716092, 
X Velocity[A/fs],  -0.352776,  -0.251525,   0.209752,   0.333223,   0.000000,  -0.666622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.688409,   0.000000,  
Y Velocity[A/fs],  -0.292631,   0.299731,   0.304457,  -0.298096,   0.000000,  -0.333399,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.167208,   0.000000, 
Z Velocity[A/fs],   0.073271,  -0.272517,   0.260308,  -0.049786,   0.000000,   0.888439,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.881965,   0.000000,  
Speed[A/fs],   0.464168,   0.476832,   0.452161,   0.449864,   0.000000,   1.159683,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.131251,   0.000000,  
 
C4H10_28r15,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9541128203,    3.9438611865,    3.8373557031,    3.9551440403,    0.9995545825,    0.9987510565,    0.9984076141,    0.9996851644,    0.9985586090,    0.9999231239,    0.9992513894,    0.9985795462,    0.9999821649,    0.9184034616,  
Time[fs],  42.583000,  46.356000,  43.724000,  43.485000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.6015704627, 
X Velocity[A/fs],  -0.342147,  -0.250858,   0.224309,   0.324870,   0.000000,  -0.666622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.688409,   0.000000,  
Y Velocity[A/fs],  -0.266488,   0.268969,   0.320906,  -0.307244,   0.000000,  -0.333399,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.167208,   0.000000, 
Z Velocity[A/fs],   0.157562,  -0.302225,   0.234017,  -0.059516,   0.000000,   0.888439,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.881965,   0.000000,  
Speed[A/fs],   0.461417,   0.476040,   0.456135,   0.451089,   0.000000,   1.159683,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.131251,   0.000000,  
 
C4H10_28r40,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9295341149,    3.8950134665,    3.9001329020,    3.9468243793,    0.9985819322,    0.9993141644,    0.9986543736,    0.9995782445,    0.9979365536,    0.9992408117,    0.9992607630,    0.9980765425,    0.9999770522,    0.8359143436,  
Time[fs],  40.621000,  45.862000,  43.670000,  43.943000,   0.000000,  25.082000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.4980396438, 
X Velocity[A/fs],  -0.372628,  -0.211372,   0.209377,   0.319624,   0.000000,  -0.666622,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.688409,   0.000000,  
Y Velocity[A/fs],  -0.284871,   0.295019,   0.318325,  -0.305888,   0.000000,  -0.333399,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.167208,   0.000000, 
Z Velocity[A/fs],   0.055287,  -0.283496,   0.280011,  -0.032648,   0.000000,   0.888439,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.881965,   0.000000,  
Speed[A/fs],   0.472292,   0.460526,   0.472838,   0.443613,   0.000000,   1.159683,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.131251,   0.000000,  
 
C4H10_28r25,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9380134530,    3.8560274690,    3.7944064885,    3.9187521264,    0.9987542250,    0.9999844744,    0.9983681234,    0.9995026135,    0.9982284111,    0.9999187380,    0.9989733043,    0.9979654660,    0.9999707541,    0.8382603675,  
Time[fs],  41.866000,  45.066000,  46.126000,  42.709000,   0.000000,  25.025000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.3371260143, 
X Velocity[A/fs],  -0.351833,  -0.222490,   0.201379,   0.335029,   0.000000,  -0.591895,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.688409,   0.000000,  
Y Velocity[A/fs],  -0.293520,   0.303122,   0.291203,  -0.294476,   0.000000,  -0.421363,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.167208,   0.000000, 
Z Velocity[A/fs],   0.059064,  -0.268779,   0.282798,  -0.048621,   0.000000,   0.890247,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.881965,   0.000000,  
Speed[A/fs],   0.461984,   0.462198,   0.453130,   0.448692,   0.000000,   1.149098,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.131251,   0.000000,  
 
C4H10_28r14,   C[0],   C[1],   C[2],   C[3],   H[4],   H[5],   H[6],   H[7],   H[8],   H[9],   H[10],   H[11],   H[12],   H[13],  
Charges,    3.9059521407,    3.9145312160,    3.8766456842,    3.9776428360,    0.9984984527,    0.9993945899,    0.9986862371,    0.9996354088,    0.9988898004,    0.9999120487,    0.9990904509,    0.9977970147,    0.9999695975,    0.8417016864,  
Time[fs],  42.641000,  45.235000,  45.265000,  42.222000,   0.000000,  25.025000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  25.109000,   0.000000,  
Charge Sum,   25.5083471641, 
X Velocity[A/fs],  -0.341690,  -0.237908,   0.204245,   0.341685,   0.000000,  -0.591895,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.688409,   0.000000,  
Y Velocity[A/fs],  -0.305597,   0.302351,   0.299402,  -0.296853,   0.000000,  -0.421363,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.167208,   0.000000, 
Z Velocity[A/fs],   0.045093,  -0.272363,   0.272367,  -0.045855,   0.000000,   0.890247,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.881965,   0.000000,  
Speed[A/fs],   0.460625,   0.471379,   0.453367,   0.454942,   0.000000,   1.149098,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   1.131251,   0.000000,  
 
