r_seed=1,   C[0],   C[1],   H[2],   H[3],  
Time[fs],  36.919000,  37.134000,   7.864000,   7.652000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191485,   0.190619,  -0.828222,   0.845249,  
Y Velocity[A/fs],   0.008122,   0.001790,  -0.010588,  -0.060928, 
Z Velocity[A/fs],  -0.010262,   0.012838,  -0.010771,  -0.003657,  
Speed[A/fs],   0.191931,   0.191059,   0.828360,   0.847450,  
 
r_seed=104,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.751000,  38.461000,   7.804000,   7.815000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198036,   0.184789,  -0.832174,   0.841917,  
Y Velocity[A/fs],   0.003793,  -0.002888,   0.001962,   0.011411, 
Z Velocity[A/fs],  -0.001711,   0.012124,   0.004858,  -0.049137,  
Speed[A/fs],   0.198080,   0.185209,   0.832191,   0.843427,  
 
r_seed=105,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.554000,  37.562000,   7.857000,   7.715000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193590,   0.188711,  -0.828103,   0.845068,  
Y Velocity[A/fs],   0.011686,  -0.009190,   0.009276,  -0.044390, 
Z Velocity[A/fs],   0.000536,   0.005495,  -0.054122,   0.015474,  
Speed[A/fs],   0.193943,   0.189014,   0.829922,   0.846375,  
 
r_seed=106,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.414000,  36.741000,   7.909000,   7.669000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189260,   0.192619,  -0.825798,   0.848862,  
Y Velocity[A/fs],  -0.011085,   0.014491,   0.005011,  -0.016279, 
Z Velocity[A/fs],  -0.008961,  -0.007770,   0.016828,  -0.000095,  
Speed[A/fs],   0.189796,   0.193319,   0.825985,   0.849018,  
 
r_seed=107,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.390000,  37.566000,   7.857000,   7.637000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194369,   0.188838,  -0.828571,   0.843086,  
Y Velocity[A/fs],  -0.007618,   0.003174,   0.050732,   0.035543, 
Z Velocity[A/fs],  -0.000950,   0.004115,   0.037184,  -0.017517,  
Speed[A/fs],   0.194520,   0.188909,   0.830955,   0.844017,  
 
r_seed=108,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.442000,  36.579000,   7.826000,   7.661000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.188693,   0.192746,  -0.826071,   0.852185,  
Y Velocity[A/fs],  -0.005074,  -0.000469,   0.025380,  -0.005250, 
Z Velocity[A/fs],  -0.003143,   0.008109,  -0.012493,   0.008381,  
Speed[A/fs],   0.188788,   0.192917,   0.826555,   0.852243,  
 
r_seed=109,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.950000,  38.132000,   7.832000,   7.705000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196547,   0.186068,  -0.831486,   0.841717,  
Y Velocity[A/fs],  -0.002869,  -0.009480,   0.046186,   0.031550, 
Z Velocity[A/fs],  -0.008926,   0.005989,   0.020190,  -0.028034,  
Speed[A/fs],   0.196771,   0.186406,   0.833012,   0.842774,  
 
r_seed=110,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.364000,  37.521000,   7.760000,   7.654000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194462,   0.188757,  -0.828746,   0.844578,  
Y Velocity[A/fs],  -0.000765,   0.007347,  -0.044157,  -0.013263, 
Z Velocity[A/fs],   0.000031,   0.005557,  -0.017832,   0.020238,  
Speed[A/fs],   0.194464,   0.188981,   0.830113,   0.844925,  
 
r_seed=111,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.372000,  36.783000,   7.875000,   7.708000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189561,   0.192388,  -0.825224,   0.848343,  
Y Velocity[A/fs],  -0.007542,   0.002297,   0.018976,   0.010563, 
Z Velocity[A/fs],   0.005767,  -0.020193,   0.006678,   0.052762,  
Speed[A/fs],   0.189798,   0.193458,   0.825469,   0.850048,  
 
r_seed=112,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.227000,  37.810000,   7.796000,   7.712000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195220,   0.187475,  -0.828972,   0.842989,  
Y Velocity[A/fs],   0.006577,  -0.004084,  -0.013572,  -0.008757, 
Z Velocity[A/fs],  -0.011307,   0.010277,   0.054585,  -0.054072,  
Speed[A/fs],   0.195658,   0.187801,   0.830878,   0.844767,  
 
r_seed=113,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.299000,  36.723000,   7.864000,   7.634000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.189370,   0.192231,  -0.826999,   0.849915,  
Y Velocity[A/fs],   0.000729,   0.007873,  -0.017134,   0.001537, 
Z Velocity[A/fs],  -0.001399,   0.009725,  -0.020177,   0.022146,  
Speed[A/fs],   0.189377,   0.192638,   0.827422,   0.850205,  
 
r_seed=114,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.741000,  38.318000,   7.732000,   7.771000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197935,   0.185213,  -0.831942,   0.842123,  
Y Velocity[A/fs],   0.005527,   0.002563,  -0.007178,  -0.044623, 
Z Velocity[A/fs],  -0.004565,   0.004780,   0.019210,  -0.006550,  
Speed[A/fs],   0.198065,   0.185292,   0.832195,   0.843330,  
 
r_seed=115,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.029000,  37.090000,   7.853000,   7.678000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.190782,   0.190517,  -0.828184,   0.848555,  
Y Velocity[A/fs],  -0.012183,   0.000301,   0.008343,   0.013692, 
Z Velocity[A/fs],  -0.010443,   0.011973,  -0.021655,  -0.023142,  
Speed[A/fs],   0.191455,   0.190893,   0.828509,   0.848981,  
 
r_seed=116,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.588000,  38.560000,   7.855000,   7.831000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.199840,   0.185308,  -0.829949,   0.838875,  
Y Velocity[A/fs],  -0.000352,   0.001906,   0.004935,   0.015551, 
Z Velocity[A/fs],   0.000824,  -0.009097,   0.026790,  -0.009772,  
Speed[A/fs],   0.199842,   0.185541,   0.830396,   0.839076,  
 
r_seed=117,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.101000,  38.146000,   7.830000,   7.770000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195729,   0.185774,  -0.831588,   0.844813,  
Y Velocity[A/fs],  -0.009063,   0.008224,   0.025989,  -0.003335, 
Z Velocity[A/fs],  -0.009464,   0.011143,   0.029940,  -0.033826,  
Speed[A/fs],   0.196167,   0.186289,   0.832533,   0.845496,  
 
r_seed=118,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.962000,  37.964000,   7.806000,   7.660000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196984,   0.187334,  -0.829345,   0.840116,  
Y Velocity[A/fs],  -0.003878,   0.001222,  -0.019535,   0.032864, 
Z Velocity[A/fs],   0.011451,  -0.001269,  -0.034756,  -0.020304,  
Speed[A/fs],   0.197354,   0.187342,   0.830303,   0.841004,  
 
r_seed=119,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.581000,  38.604000,   7.835000,   7.754000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198627,   0.184103,  -0.833573,   0.840101,  
Y Velocity[A/fs],  -0.005555,   0.005627,   0.042398,   0.008262, 
Z Velocity[A/fs],   0.000065,   0.001923,   0.014064,  -0.041291,  
Speed[A/fs],   0.198705,   0.184199,   0.834769,   0.841155,  
 
r_seed=120,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.725000,  37.261000,   7.784000,   7.661000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192502,   0.189832,  -0.828105,   0.846715,  
Y Velocity[A/fs],  -0.005331,   0.013347,   0.025349,   0.016188, 
Z Velocity[A/fs],  -0.005821,   0.008603,  -0.022933,  -0.009136,  
Speed[A/fs],   0.192663,   0.190495,   0.828810,   0.846919,  
 
r_seed=121,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.463000,  37.514000,   7.775000,   7.730000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194330,   0.189051,  -0.828121,   0.844419,  
Y Velocity[A/fs],   0.007931,  -0.000723,   0.007025,   0.031394, 
Z Velocity[A/fs],  -0.004794,   0.004791,  -0.028167,  -0.046925,  
Speed[A/fs],   0.194551,   0.189113,   0.828630,   0.846304,  
 
r_seed=122,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.376000,  37.675000,   7.769000,   7.711000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194099,   0.187657,  -0.830842,   0.846921,  
Y Velocity[A/fs],   0.012881,  -0.006019,   0.012622,  -0.002407, 
Z Velocity[A/fs],   0.003970,   0.004651,  -0.005086,  -0.010302,  
Speed[A/fs],   0.194566,   0.187811,   0.830954,   0.846987,  
 
r_seed=123,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.711000,  38.345000,   7.838000,   7.691000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198607,   0.185975,  -0.830670,   0.837786,  
Y Velocity[A/fs],   0.010724,  -0.010782,  -0.011387,  -0.010686, 
Z Velocity[A/fs],  -0.007663,   0.006376,  -0.000845,  -0.020952,  
Speed[A/fs],   0.199044,   0.186397,   0.830749,   0.838116,  
 
r_seed=124,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.425000,  37.863000,   7.907000,   7.736000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194199,   0.187409,  -0.831951,   0.844727,  
Y Velocity[A/fs],  -0.013150,   0.013551,  -0.005174,   0.002366, 
Z Velocity[A/fs],   0.004396,   0.000544,   0.009096,   0.017318,  
Speed[A/fs],   0.194693,   0.187899,   0.832016,   0.844907,  
 
r_seed=125,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.559000,  37.621000,   7.836000,   7.777000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193691,   0.188391,  -0.828827,   0.847513,  
Y Velocity[A/fs],  -0.010324,   0.006586,  -0.027093,  -0.016953, 
Z Velocity[A/fs],   0.002794,  -0.002692,  -0.006597,   0.037019,  
Speed[A/fs],   0.193986,   0.188525,   0.829296,   0.848491,  
 
r_seed=126,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.465000,  37.602000,   7.856000,   7.707000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194424,   0.188986,  -0.827791,   0.841715,  
Y Velocity[A/fs],  -0.011606,   0.004164,   0.022808,   0.067663, 
Z Velocity[A/fs],  -0.007805,   0.012306,   0.027144,   0.011438,  
Speed[A/fs],   0.194926,   0.189432,   0.828550,   0.844508,  
 
r_seed=127,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.542000,  37.524000,   7.843000,   7.716000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193482,   0.188705,  -0.828954,   0.845896,  
Y Velocity[A/fs],  -0.000050,  -0.005637,   0.007919,  -0.050858, 
Z Velocity[A/fs],   0.007730,  -0.001938,  -0.043808,   0.013488,  
Speed[A/fs],   0.193637,   0.188799,   0.830149,   0.847531,  
 
r_seed=128,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.890000,  38.193000,   7.827000,   7.761000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197479,   0.186314,  -0.830709,   0.839587,  
Y Velocity[A/fs],  -0.004251,   0.006486,  -0.016427,   0.072999, 
Z Velocity[A/fs],   0.000072,   0.001692,  -0.003559,   0.016934,  
Speed[A/fs],   0.197525,   0.186434,   0.830879,   0.842924,  
 
r_seed=129,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.278000,  37.773000,   7.826000,   7.687000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194565,   0.187397,  -0.831173,   0.844137,  
Y Velocity[A/fs],  -0.000073,  -0.002763,   0.027555,   0.043067, 
Z Velocity[A/fs],  -0.011270,   0.005146,   0.029299,   0.032270,  
Speed[A/fs],   0.194892,   0.187488,   0.832146,   0.845851,  
 
r_seed=130,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.995000,  38.021000,   7.899000,   7.668000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197048,   0.187480,  -0.830156,   0.839499,  
Y Velocity[A/fs],   0.002880,  -0.004363,   0.043580,  -0.007971, 
Z Velocity[A/fs],   0.005022,  -0.000620,  -0.011877,   0.001777,  
Speed[A/fs],   0.197133,   0.187531,   0.831384,   0.839539,  
 
r_seed=131,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.492000,  36.524000,   7.917000,   7.603000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.188569,   0.193530,  -0.826479,   0.848225,  
Y Velocity[A/fs],  -0.003437,   0.005382,   0.010582,  -0.034167, 
Z Velocity[A/fs],   0.001720,  -0.003145,  -0.025239,   0.040061,  
Speed[A/fs],   0.188608,   0.193630,   0.826932,   0.849858,  
 
r_seed=132,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.636000,  37.420000,   7.883000,   7.677000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192993,   0.189312,  -0.828464,   0.845570,  
Y Velocity[A/fs],   0.005006,   0.002890,  -0.034652,  -0.016208, 
Z Velocity[A/fs],  -0.007026,   0.003067,  -0.050807,   0.027070,  
Speed[A/fs],   0.193186,   0.189359,   0.830743,   0.846159,  
 
r_seed=133,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.218000,  37.748000,   7.838000,   7.653000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195449,   0.188158,  -0.829506,   0.842115,  
Y Velocity[A/fs],  -0.009515,  -0.000986,  -0.043138,   0.023315, 
Z Velocity[A/fs],   0.006032,  -0.000783,  -0.005032,  -0.003125,  
Speed[A/fs],   0.195774,   0.188162,   0.830642,   0.842443,  
 
r_seed=134,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.529000,  37.617000,   7.900000,   7.711000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.193552,   0.188435,  -0.830651,   0.845450,  
Y Velocity[A/fs],  -0.006890,   0.001089,  -0.030448,  -0.011961, 
Z Velocity[A/fs],  -0.004183,   0.002604,   0.034421,  -0.029121,  
Speed[A/fs],   0.193719,   0.188456,   0.831922,   0.846036,  
 
r_seed=135,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.603000,  38.595000,   7.819000,   7.748000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198780,   0.184364,  -0.832750,   0.839378,  
Y Velocity[A/fs],  -0.006076,   0.008800,  -0.011786,   0.006893, 
Z Velocity[A/fs],  -0.013822,   0.004701,  -0.015469,   0.028276,  
Speed[A/fs],   0.199352,   0.184634,   0.832977,   0.839883,  
 
r_seed=136,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.006000,  37.097000,   7.940000,   7.641000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191206,   0.191116,  -0.829257,   0.845691,  
Y Velocity[A/fs],  -0.006205,   0.005754,  -0.013559,  -0.024555, 
Z Velocity[A/fs],   0.006961,  -0.002077,   0.024579,  -0.020428,  
Speed[A/fs],   0.191433,   0.191214,   0.829732,   0.846294,  
 
r_seed=137,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.040000,  36.948000,   7.847000,   7.654000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.190569,   0.191049,  -0.827944,   0.849017,  
Y Velocity[A/fs],  -0.000188,  -0.001601,  -0.016397,   0.037727, 
Z Velocity[A/fs],  -0.002091,   0.000117,  -0.042149,   0.013416,  
Speed[A/fs],   0.190581,   0.191056,   0.829178,   0.849961,  
 
r_seed=138,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.258000,  37.914000,   7.846000,   7.711000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195302,   0.187350,  -0.829333,   0.841858,  
Y Velocity[A/fs],  -0.005781,   0.019461,  -0.008110,  -0.028068, 
Z Velocity[A/fs],  -0.015531,   0.008527,   0.030103,  -0.011608,  
Speed[A/fs],   0.196003,   0.188551,   0.829919,   0.842406,  
 
r_seed=139,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.193000,  37.787000,   7.823000,   7.653000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194963,   0.187344,  -0.831147,   0.844237,  
Y Velocity[A/fs],   0.002061,   0.002327,   0.009183,  -0.007046, 
Z Velocity[A/fs],   0.001200,  -0.001129,   0.055855,  -0.021448,  
Speed[A/fs],   0.194978,   0.187362,   0.833072,   0.844539,  
 
r_seed=140,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.301000,  37.779000,   7.899000,   7.655000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194954,   0.188095,  -0.831237,   0.842137,  
Y Velocity[A/fs],   0.009305,  -0.005942,   0.022347,   0.018228, 
Z Velocity[A/fs],  -0.005993,   0.001234,  -0.018387,  -0.006567,  
Speed[A/fs],   0.195267,   0.188193,   0.831740,   0.842359,  
 
r_seed=141,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.117000,  38.121000,   7.916000,   7.764000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196565,   0.186975,  -0.829991,   0.840881,  
Y Velocity[A/fs],   0.002629,  -0.002667,   0.027958,  -0.000916, 
Z Velocity[A/fs],   0.018318,  -0.008953,  -0.014989,   0.008877,  
Speed[A/fs],   0.197434,   0.187208,   0.830597,   0.840929,  
 
r_seed=142,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.049000,  38.079000,   7.865000,   7.717000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196512,   0.186729,  -0.828696,   0.841186,  
Y Velocity[A/fs],  -0.013832,   0.012335,   0.065774,   0.017129, 
Z Velocity[A/fs],   0.003574,  -0.001224,  -0.020474,  -0.024267,  
Speed[A/fs],   0.197030,   0.187140,   0.831555,   0.841710,  
 
r_seed=143,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.393000,  37.637000,   7.834000,   7.664000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.194369,   0.188456,  -0.829494,   0.843011,  
Y Velocity[A/fs],  -0.012210,   0.007702,  -0.031341,  -0.023096, 
Z Velocity[A/fs],  -0.010199,   0.000705,   0.008670,   0.036547,  
Speed[A/fs],   0.195019,   0.188615,   0.830131,   0.844119,  
 
r_seed=144,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.775000,  37.411000,   7.888000,   7.715000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192125,   0.189127,  -0.830400,   0.848150,  
Y Velocity[A/fs],  -0.007871,   0.000598,  -0.021593,   0.015502, 
Z Velocity[A/fs],   0.009229,  -0.005056,   0.013525,  -0.006383,  
Speed[A/fs],   0.192508,   0.189195,   0.830791,   0.848316,  
 
r_seed=145,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.866000,  38.198000,   7.820000,   7.733000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.197413,   0.186112,  -0.830571,   0.840362,  
Y Velocity[A/fs],   0.003098,  -0.009669,  -0.035048,  -0.016036, 
Z Velocity[A/fs],   0.003528,  -0.004040,  -0.026130,   0.051129,  
Speed[A/fs],   0.197469,   0.186407,   0.831721,   0.842068,  
 
r_seed=146,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.975000,  37.027000,   7.909000,   7.609000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191512,   0.191549,  -0.826595,   0.845120,  
Y Velocity[A/fs],  -0.004880,   0.010587,  -0.004412,   0.003883, 
Z Velocity[A/fs],  -0.011975,  -0.000456,   0.044225,   0.026413,  
Speed[A/fs],   0.191949,   0.191842,   0.827789,   0.845542,  
 
r_seed=147,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.715000,  38.536000,   7.815000,   7.781000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198029,   0.184323,  -0.831812,   0.841907,  
Y Velocity[A/fs],   0.003524,  -0.000136,  -0.009192,  -0.019026, 
Z Velocity[A/fs],   0.015906,  -0.009756,  -0.041691,  -0.018683,  
Speed[A/fs],   0.198698,   0.184582,   0.832907,   0.842329,  
 
r_seed=148,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.728000,  37.450000,   7.937000,   7.709000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.192750,   0.189526,  -0.830662,   0.844116,  
Y Velocity[A/fs],   0.006252,  -0.007224,  -0.004726,   0.004030, 
Z Velocity[A/fs],   0.002479,  -0.007148,   0.009260,   0.057143,  
Speed[A/fs],   0.192867,   0.189798,   0.830727,   0.846058,  
 
r_seed=149,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.985000,  38.173000,   7.878000,   7.723000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.196593,   0.186098,  -0.830465,   0.842085,  
Y Velocity[A/fs],   0.005388,  -0.002613,   0.019036,  -0.005466, 
Z Velocity[A/fs],  -0.012720,   0.004911,   0.066778,  -0.007247,  
Speed[A/fs],   0.197078,   0.186181,   0.833363,   0.842134,  
 
r_seed=150,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.271000,  37.948000,   7.883000,   7.755000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195250,   0.187203,  -0.830846,   0.843457,  
Y Velocity[A/fs],   0.013583,  -0.000275,  -0.000493,  -0.010756, 
Z Velocity[A/fs],   0.011205,  -0.005130,  -0.009246,  -0.032817,  
Speed[A/fs],   0.196043,   0.187274,   0.830898,   0.844164,  
 
r_seed=151,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  37.017000,  37.026000,   7.845000,   7.716000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191189,   0.191113,  -0.826943,   0.846769,  
Y Velocity[A/fs],  -0.008004,  -0.004186,   0.022830,   0.056466, 
Z Velocity[A/fs],   0.002271,  -0.008995,   0.013781,   0.047707,  
Speed[A/fs],   0.191370,   0.191370,   0.827373,   0.849990,  
 
r_seed=152,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.198000,  37.937000,   7.915000,   7.712000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.195763,   0.187547,  -0.830834,   0.841838,  
Y Velocity[A/fs],  -0.007273,  -0.000753,   0.030480,  -0.010528, 
Z Velocity[A/fs],  -0.007993,   0.001930,  -0.031358,  -0.003383,  
Speed[A/fs],   0.196061,   0.187558,   0.831984,   0.841911,  
 
r_seed=153,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  36.983000,  36.986000,   7.857000,   7.607000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.191265,   0.191431,  -0.826418,   0.845798,  
Y Velocity[A/fs],  -0.011514,   0.007155,   0.045038,   0.020191, 
Z Velocity[A/fs],   0.007930,  -0.005285,   0.008874,  -0.038342,  
Speed[A/fs],   0.191775,   0.191637,   0.827692,   0.846908,  
 
r_seed=154,   C[0],   C[1],   H[2],   H[3],  
Charges,    2.0653000000,    2.2552000000,    0.9991000000,    0.9999000000,  
Time[fs],  35.666000,  38.592000,   7.866000,   7.764000,  
Charge Sum,    6.3195000000, 
X Velocity[A/fs],  -0.198094,   0.184096,  -0.834801,   0.841709,  
